uuid,division,majorGroup,activity_name,knowledge_flows,tacit_knowledge_types,technologies
2c05d406-51cd-4ac2-9286-8bc9bf83f918,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,Combination,Relational Tacit Knowledge,AI
2c05d406-51cd-4ac2-9286-8bc9bf83f918,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,AI
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Intellectual Tacit Knowledge,Virtual Reality
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Externalization,Intellectual Tacit Knowledge,Augment Reality
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Combination,Intellectual Tacit Knowledge,Virtual Reality
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,Combination,Intellectual Tacit Knowledge,Augment Reality
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Collective Tacit Knowledge,AI
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Socialization,Collective Tacit Knowledge,Big Data
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Combination,Collective Tacit Knowledge,AI
0fb2114b-6c4d-4b2e-bc6d-f024730e146c,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,Combination,Collective Tacit Knowledge,Big Data
4d240863-f377-4ba0-a30e-f2879023d4fa,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,Externalization,Relational Tacit Knowledge,AI
4d240863-f377-4ba0-a30e-f2879023d4fa,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,Externalization,Collective Tacit Knowledge,AI
4d240863-f377-4ba0-a30e-f2879023d4fa,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,Combination,Relational Tacit Knowledge,AI
4d240863-f377-4ba0-a30e-f2879023d4fa,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,AI
a1305120-b63b-41b4-ac22-54ba888c3b71,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Communities of practice,,Collective Tacit Knowledge,AI
a1305120-b63b-41b4-ac22-54ba888c3b71,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Communities of practice,,Collective Tacit Knowledge,Big Data
a1305120-b63b-41b4-ac22-54ba888c3b71,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Communities of practice,,Intellectual Tacit Knowledge,AI
a1305120-b63b-41b4-ac22-54ba888c3b71,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Communities of practice,,Intellectual Tacit Knowledge,Big Data
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,AI
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,Big Data
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Intellectual Tacit Knowledge,AI
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Intellectual Tacit Knowledge,Big Data
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Internalization,Collective Tacit Knowledge,AI
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Internalization,Collective Tacit Knowledge,Big Data
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Internalization,Intellectual Tacit Knowledge,AI
eb181bc8-1464-446e-aad8-fbee9b835fd5,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Internalization,Intellectual Tacit Knowledge,Big Data
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Socialization,Somatic Tacit Knowledge,AI
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Socialization,Somatic Tacit Knowledge,Big Data
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Socialization,Relational Tacit Knowledge,AI
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Socialization,Relational Tacit Knowledge,Big Data
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Somatic Tacit Knowledge,AI
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Somatic Tacit Knowledge,Big Data
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Relational Tacit Knowledge,AI
48116f92-f57d-4563-8e45-077c25535d5e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Relational Tacit Knowledge,Big Data
67433d51-d982-447b-9563-13d6ac498087,"A. Division A: Agriculture, Forestry, And Fishing","Major Group 09: Fishing, hunting, and trapping",Communities of practice,,,Virtual Reality
67433d51-d982-447b-9563-13d6ac498087,"A. Division A: Agriculture, Forestry, And Fishing","Major Group 09: Fishing, hunting, and trapping",Communities of practice,,,Augment Reality
e608be15-6c14-414c-a8f5-b5bd70e9df78,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Deliberate Practice,,,AI
e608be15-6c14-414c-a8f5-b5bd70e9df78,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Deliberate Practice,,,Computer Vision
057bb6f1-1f94-4650-a935-6f3e4d1274cd,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Intellectual Tacit Knowledge,AI
057bb6f1-1f94-4650-a935-6f3e4d1274cd,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Collective Tacit Knowledge,AI
057bb6f1-1f94-4650-a935-6f3e4d1274cd,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Intellectual Tacit Knowledge,AI
057bb6f1-1f94-4650-a935-6f3e4d1274cd,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,AI
9fa3ca1c-5664-4458-8da9-4b8e0522b610,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Communities of practice,,,Digital Twins
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Collective Tacit Knowledge,AI
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Collective Tacit Knowledge,Big Data
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Collective Tacit Knowledge,Virtual Reality
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Collective Tacit Knowledge,Augment Reality
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Collective Tacit Knowledge,Digital Twins
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Intellectual Tacit Knowledge,AI
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Intellectual Tacit Knowledge,Big Data
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Intellectual Tacit Knowledge,Virtual Reality
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Intellectual Tacit Knowledge,Augment Reality
c800211d-04fa-4848-8425-5b43a639a169,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Intellectual Tacit Knowledge,Digital Twins
5b71a2b5-4839-4b84-b9b0-a579ab95d3a8,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Knowledge Harvesting Workshops,Externalization,Relational Tacit Knowledge,AI
5b71a2b5-4839-4b84-b9b0-a579ab95d3a8,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Knowledge Harvesting Workshops,Externalization,Collective Tacit Knowledge,AI
5b71a2b5-4839-4b84-b9b0-a579ab95d3a8,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Knowledge Harvesting Workshops,Combination,Relational Tacit Knowledge,AI
5b71a2b5-4839-4b84-b9b0-a579ab95d3a8,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services","Major Group 49: Electric, Gas, And Sanitary Services",Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,AI
36ab4b46-a31b-4310-bc61-43e06da08bc2,I. Division I: Services,Major Group 82: Educational Services,Mentoring,,,Virtual Reality
36ab4b46-a31b-4310-bc61-43e06da08bc2,I. Division I: Services,Major Group 82: Educational Services,Mentoring,,,Augment Reality
de7925d0-0574-4d2a-9da1-40de58260ec7,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,,,AI
de7925d0-0574-4d2a-9da1-40de58260ec7,I. Division I: Services,Major Group 82: Educational Services,Communities of practice,,,Big Data
f55adbe8-9c42-4428-8db5-6089ac03d482,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Communities of practice,,Relational Tacit Knowledge,AI
f55adbe8-9c42-4428-8db5-6089ac03d482,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Communities of practice,,Collective Tacit Knowledge,AI
f55adbe8-9c42-4428-8db5-6089ac03d482,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Communities of practice,,Intellectual Tacit Knowledge,AI
d89af7c9-df83-493c-a2ec-c47298007751,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,,,Virtual Reality
d89af7c9-df83-493c-a2ec-c47298007751,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,,,Augment Reality
d89af7c9-df83-493c-a2ec-c47298007751,I. Division I: Services,Major Group 82: Educational Services,Deliberate Practice,,,AI
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Socialization,Somatic Tacit Knowledge,Virtual Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Socialization,Somatic Tacit Knowledge,Augment Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Socialization,Relational Tacit Knowledge,Virtual Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Socialization,Relational Tacit Knowledge,Augment Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Socialization,Collective Tacit Knowledge,Virtual Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Socialization,Collective Tacit Knowledge,Augment Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Externalization,Somatic Tacit Knowledge,Virtual Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Externalization,Somatic Tacit Knowledge,Augment Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Externalization,Relational Tacit Knowledge,Virtual Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Externalization,Relational Tacit Knowledge,Augment Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Externalization,Collective Tacit Knowledge,Virtual Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Storytelling,Externalization,Collective Tacit Knowledge,Augment Reality
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Combination,Collective Tacit Knowledge,AI
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Combination,Collective Tacit Knowledge,Big Data
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Combination,Intellectual Tacit Knowledge,AI
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Combination,Intellectual Tacit Knowledge,Big Data
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Internalization,Collective Tacit Knowledge,AI
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Internalization,Collective Tacit Knowledge,Big Data
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Internalization,Intellectual Tacit Knowledge,AI
741528ef-f5c1-4caa-9078-70eed3ade483,I. Division I: Services,Major Group 83: Social Services,Communities of practice,Internalization,Intellectual Tacit Knowledge,Big Data
77836a2d-a6c1-4b8c-9f4b-9932504d8dae,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Relational Tacit Knowledge,AI
77836a2d-a6c1-4b8c-9f4b-9932504d8dae,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Relational Tacit Knowledge,Big Data
77836a2d-a6c1-4b8c-9f4b-9932504d8dae,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Collective Tacit Knowledge,AI
77836a2d-a6c1-4b8c-9f4b-9932504d8dae,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Communities of practice,,Collective Tacit Knowledge,Big Data
d70c9332-e4d7-42ae-8245-b945ef70ea6a,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services",Major Group 48: Communications,Knowledge Harvesting Workshops,Externalization,Intellectual Tacit Knowledge,AI
d70c9332-e4d7-42ae-8245-b945ef70ea6a,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services",Major Group 48: Communications,Knowledge Harvesting Workshops,Externalization,Collective Tacit Knowledge,AI
d70c9332-e4d7-42ae-8245-b945ef70ea6a,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services",Major Group 48: Communications,Knowledge Harvesting Workshops,Combination,Intellectual Tacit Knowledge,AI
d70c9332-e4d7-42ae-8245-b945ef70ea6a,"E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services",Major Group 48: Communications,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,AI
2300fc98-e570-4d87-be66-655b543aaa95,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,,,Virtual Reality
2300fc98-e570-4d87-be66-655b543aaa95,I. Division I: Services,Major Group 82: Educational Services,Knowledge Harvesting Workshops,,,Augment Reality
fa59e0db-0a14-427b-b834-4918265b22b9,I. Division I: Services,Major Group 80: Health Services,Deliberate Practice,,,Virtual Reality
e5bbba6a-1735-4004-a700-ec80d3d53006,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Thematic analysis with coding method,Combination,Intellectual Tacit Knowledge,AI
e5bbba6a-1735-4004-a700-ec80d3d53006,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Thematic analysis with coding method,Combination,Intellectual Tacit Knowledge,Big Data
e5bbba6a-1735-4004-a700-ec80d3d53006,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Thematic analysis with coding method,Internalization,Intellectual Tacit Knowledge,AI
e5bbba6a-1735-4004-a700-ec80d3d53006,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Thematic analysis with coding method,Internalization,Intellectual Tacit Knowledge,Big Data
f82951fe-4e96-4ff0-b33f-84556b255376,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Critical Incident Technique,Externalization,Somatic Tacit Knowledge,AI
f82951fe-4e96-4ff0-b33f-84556b255376,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Critical Incident Technique,Externalization,Relational Tacit Knowledge,AI
f82951fe-4e96-4ff0-b33f-84556b255376,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Critical Incident Technique,Combination,Somatic Tacit Knowledge,AI
f82951fe-4e96-4ff0-b33f-84556b255376,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Critical Incident Technique,Combination,Relational Tacit Knowledge,AI
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Knowledge Harvesting Workshops,Externalization,Relational Tacit Knowledge,Big Data
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Knowledge Harvesting Workshops,Externalization,Collective Tacit Knowledge,Big Data
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Knowledge Harvesting Workshops,Combination,Relational Tacit Knowledge,Big Data
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,Big Data
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Communities of practice,Socialization,Somatic Tacit Knowledge,AI
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Communities of practice,Socialization,Intellectual Tacit Knowledge,AI
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Communities of practice,Internalization,Somatic Tacit Knowledge,AI
dfbbef16-9b8d-4c0c-9c77-b98ff46809f9,D. Division D: Manufacturing,Major Group 37: Transportation Equipment,Communities of practice,Internalization,Intellectual Tacit Knowledge,AI
8c92f130-b564-4cbc-bde0-5d1d0bde6a90,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Communities of practice,,Relational Tacit Knowledge,AI
8c92f130-b564-4cbc-bde0-5d1d0bde6a90,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Communities of practice,,Relational Tacit Knowledge,Big Data
8c92f130-b564-4cbc-bde0-5d1d0bde6a90,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Communities of practice,,Collective Tacit Knowledge,AI
8c92f130-b564-4cbc-bde0-5d1d0bde6a90,I. Division I: Services,"Major Group 87: Engineering, Accounting, Research, Management, And Related Services",Communities of practice,,Collective Tacit Knowledge,Big Data
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",System-Dynamics Models,Internalization,Intellectual Tacit Knowledge,Big Data
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",System-Dynamics Models,Internalization,Somatic Tacit Knowledge,Big Data
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",System-Dynamics Models,Combination,Intellectual Tacit Knowledge,Big Data
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",System-Dynamics Models,Combination,Somatic Tacit Knowledge,Big Data
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",Techno-Economic Feasibility Analysis,Externalization,Relational Tacit Knowledge,AI
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",Techno-Economic Feasibility Analysis,Externalization,Intellectual Tacit Knowledge,AI
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",Techno-Economic Feasibility Analysis,Combination,Relational Tacit Knowledge,AI
72db1f29-20be-482a-b00e-a52b1988f015,B. Division B: Mining,"Major Group 12: Coal Mining, Major Group 13: Oil And Gas Extraction",Techno-Economic Feasibility Analysis,Combination,Intellectual Tacit Knowledge,AI
6a3a7a82-6228-414a-aa2e-b9cae9b381fc,I. Division I: Services,Major Group 80: Health Services,Communities of practice,,,AI
6a3a7a82-6228-414a-aa2e-b9cae9b381fc,I. Division I: Services,Major Group 80: Health Services,Communities of practice,,,Big Data
6a3a7a82-6228-414a-aa2e-b9cae9b381fc,I. Division I: Services,Major Group 80: Health Services,Communities of practice,,,Virtual Reality
6a3a7a82-6228-414a-aa2e-b9cae9b381fc,I. Division I: Services,Major Group 80: Health Services,Communities of practice,,,Augment Reality
6a3a7a82-6228-414a-aa2e-b9cae9b381fc,I. Division I: Services,Major Group 80: Health Services,Communities of practice,,,Digital Twins
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Combination,Somatic Tacit Knowledge,Virtual Reality
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Combination,Somatic Tacit Knowledge,Augment Reality
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Combination,Intellectual Tacit Knowledge,Virtual Reality
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Combination,Intellectual Tacit Knowledge,Augment Reality
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Internalization,Somatic Tacit Knowledge,Virtual Reality
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Internalization,Somatic Tacit Knowledge,Augment Reality
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Internalization,Intellectual Tacit Knowledge,Virtual Reality
c9196b03-9ba4-4fa5-ad6f-66499cacbe90,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Training,Internalization,Intellectual Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Intellectual Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Externalization,Collective Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Intellectual Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Knowledge Harvesting Workshops,Combination,Collective Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Critical Incident Technique,Socialization,Relational Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Critical Incident Technique,Socialization,Somatic Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Critical Incident Technique,Externalization,Relational Tacit Knowledge,Augment Reality
26853a45-3d4c-42b8-9248-804c9b5a8b3e,D. Division D: Manufacturing,Major Group 35: Industrial And Commercial Machinery And Computer Equipment,Critical Incident Technique,Externalization,Somatic Tacit Knowledge,Augment Reality
b8f33092-6a6d-4a79-8653-d00fed7d134a,,,Mentoring,,,AI
2bdc9dc8-d5d6-4169-8b4e-65406bb89e91,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Mentoring,,,Virtual Reality
5b09e640-ca90-4f15-92cc-ddc6a3c389d4,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Mentoring,Socialization,Somatic Tacit Knowledge,AI
5b09e640-ca90-4f15-92cc-ddc6a3c389d4,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Mentoring,Socialization,Somatic Tacit Knowledge,Big Data
5b09e640-ca90-4f15-92cc-ddc6a3c389d4,C. Division C: Construction,Major Group 15: Building Construction General Contractors And Operative Builders,Mentoring,Socialization,Relational Tacit Knowledge,AI
