Title,Author,Abstract,Keywords,Publication title,Country of publication,Publication year,Source type,Language of publication,DOI Link,Database,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,WoS Categories,Web of Science Index,Research Areas,style,relevance,challenges,methods,findings,industries,activities,uuid
"Shaping The Future Of Horticulture: Innovative Technologies, Artificial Intelligence, And Robotic Automation Through A Bibliometric Lens","Poenaru, MM; Manta, LF; Ghertescu, C; Manta, AG","This study conducts a bibliometric and content analysis based on publications indexed in the Web of Science Core Collection, aiming to map the evolution and key themes in horticultural research in the context of technological innovation and sustainability. The results reveal a strong orientation toward digitalization and automation, particularly through the integration of artificial intelligence, mechatronic systems, and sensor-based monitoring in crop management. In the field of biotechnology, keywords such as gene expression, genetic diversity, and micropropagation reflect a sustained research interest in improving crop resilience and disease resistance through genetic and in vitro propagation techniques. Furthermore, concepts such as environmental control, soilless culture, energy efficiency, and co-generation highlight the focus on optimizing growing conditions and integrating renewable energy sources into protected horticultural systems. The geographical distribution of studies highlights increased academic output in countries like India and regions of sub-Saharan Africa, reflecting a global interest in transferring advanced technologies to vulnerable areas. Moreover, collaboration networks are dominated by leading institutions such as Wageningen University, which act as hubs for knowledge diffusion. The findings suggest that future research should prioritize the development of durable, energy-efficient horticultural technologies adapted to various agro-climatic zones. It is recommended that policymakers and stakeholders support interdisciplinary research initiatives, promote knowledge transfer mechanisms, and ensure equitable access to innovation for smallholder farmers and emerging economies.",horticultural technologies; industrialization; VOSviewer; artificial intelligence,MDPI,Basel,2025,J,English,http://dx.doi.org/10.3390/horticulturae11050449,Empty,159,3,3,2,3,Horticulture,Science Citation Index Expanded (SCI-EXPANDED),Agriculture,Systematic Review,0.4,"The need to develop durable, energy-efficient horticultural technologies adapted to various agro-climatic zones and the equitable access to innovation for smallholder farmers and emerging economies.","['bibliometric analysis', 'content analysis']","A strong orientation toward digitalization and automation in horticultural research, with a focus on artificial intelligence, mechatronic systems, and sensor-based monitoring. Biotechnological research is centered on improving crop resilience and disease resistance through genetic and in vitro propagation techniques. Environmental control, soilless culture, and energy efficiency are key themes. Increased academic output is observed in countries like India and sub-Saharan Africa, with collaboration networks dominated by leading institutions such as Wageningen University.","{'division': 'A. Division A: Agriculture, Forestry, And Fishing', 'majorGroup': 'Major Group 01: Agricultural Production Crops'}","[{'activity_name': 'Communities of practice', 'knowledge_flows': ['Socialization', 'Externalization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Somatic Tacit Knowledge', 'Relational Tacit Knowledge', 'Collective Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': ['AI', 'Big Data']}]",2109107d-ed4e-4462-8e28-5a25961c7eef
Culturally Tailored Serious Game Design: A Revolutionary Model For Smart Agriculture,"Riaz, S; Ishaq, K; Alvi, A; Salleh, SM; Nawaz, NA","Smart agriculture, which is culturally specific, combines education with the celebratory potlatch of our agrarian heritage. Smart agriculture, also known as precision farming, refers to the application of advanced technologies to enhance the effectiveness and efficiency of agricultural practices. The concept of serious games has gained popularity across various fields, including smart agriculture. Serious gaming is currently being considered as a new approach to address challenging farming issues and enhance farmer training, thereby stimulating technological innovation in the agricultural sector. Despite the growing interest in serious games, there is a lack of research exploring how such games can effectively communicate practical farming knowledge, particularly across different cultural practices. Research is needed to assess whether these games can effectively teach key topics, such as soil management and crop selection while respecting cultural norms. It is also crucial to evaluate whether gameplay influences players' attitudes toward sustainable farming and the extent to which they retain the knowledge in real-world contexts. This study examines a culturally specific game design model for smart agriculture, integrating educational and cultural elements to enhance learning and engagement. The game allows players to experience the farming cycle, encompassing planting, tending, and harvesting. It is intended to educate children and anyone interested in learning about the origins of their food, as well as to explain why sustainable farming is essential for future generations. The players experience farming through seasonal cycles, from decisions on seed types to soil preparation, including dealing with weather calamities. A quasiexperimental design compared two groups: a traditional learning group and an experimental serious game group. A serious game developed based on the proposed model was implemented and evaluated through pre- and posttests, statistical analyses, and heuristic evaluations to measure improvements in agricultural knowledge. The results demonstrate significant knowledge retention in the game group, particularly in precision farming, sustainability, and IoT-based solutions (p < 0.05). These findings highlight the potential of serious games as an innovative tool for blending traditional agricultural knowledge with modern farming practices, promoting sustainable farming education in diverse cultural settings.",cultural context; game-based learning; serious game; smart agriculture; sustainability,WILEY,Hoboken,2025,J,English,http://dx.doi.org/10.1155/hbe2/6564116,Empty,72,0,0,4,4,"Psychology, Multidisciplinary",Emerging Sources Citation Index (ESCI),Psychology,Original Research,0.9,"The lack of research on how serious games can effectively communicate practical farming knowledge, particularly across different cultural practices, and the need to evaluate whether gameplay influences players' attitudes toward sustainable farming and the extent to which they retain the knowledge in real-world contexts.","['quasiexperimental design', 'pre- and posttests', 'statistical analyses', 'heuristic evaluations']","Significant knowledge retention in the game group, particularly in precision farming, sustainability, and IoT-based solutions (p < 0.05). The study highlights the potential of serious games as an innovative tool for blending traditional agricultural knowledge with modern farming practices, promoting sustainable farming education in diverse cultural settings.","{'division': 'A. Division A: Agriculture, Forestry, And Fishing', 'majorGroup': 'Major Group 01: Agricultural Production Crops'}","[{'activity_name': 'Deliberate Practice', 'knowledge_flows': ['Socialization', 'Externalization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Somatic Tacit Knowledge', 'Relational Tacit Knowledge', 'Collective Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': ['Virtual Reality']}]",ed517a82-db71-4065-8441-e14d9ed5f68f
Dynamic Neural Transfer For Domain-Level Zero-Shot Cognitive Diagnosis,"Wang, FX; Xu, XJ; Gou, Y; Sun, JQ; Cui, WF; Meng, FJ","Cognitive diagnosis, which assesses students' knowledge mastery by analyzing their practice logs, is a core technology for intelligent education systems to achieve personalized services. However, in the cold-start scenario of new domains, the lack of student logs restricts the diagnostic performance of traditional models. This paper proposes the DynaZero-CD framework enhanced by dynamic attention, which optimizes the domain-level zero-shot cognitive diagnosis (DZCD) task from two aspects: cross-domain knowledge transfer and local adaptation. Firstly, we introduce a dynamic attention mechanism in the pre-training stage to generate source domain weights based on the semantics of the target domain questions, select highly relevant shared features, and suppress the noise interference from irrelevant domains. Secondly, we design an adaptive gating module to dynamically balance the fusion ratio of shared and specific features, relying on cross-domain knowledge in the early stage of cold start and gradually enhancing the local diagnostic ability as data accumulates. In addition, we optimize the simulated log generation strategy dynamically through the feedback of prediction errors, thereby improving the domain consistency of virtual data. Finally, we use the virtual data to make the cognitive state of the cold-start students as the diagnostic result, which is consistent with the diagnosis-oriented goal. Experimental verification shows that this framework exhibits better diagnostic accuracy and error control ability than mainstream methods in interdisciplinary scenarios, especially in STEM subject transfer.",Cognitive diagnosis; Cold start; Dynamic transfer,SPRINGER-VERLAG SINGAPORE PTE LTD,Singapore,2025,C,English,http://dx.doi.org/10.1007/978-981-95-0020-8_7,Empty,16,0,0,0,0,"Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science,Original Research,0.7,The lack of student logs in the cold-start scenario of new domains restricts the diagnostic performance of traditional cognitive diagnosis models.,"['Dynamic attention mechanism', 'Adaptive gating module', 'Simulated log generation strategy']","The DynaZero-CD framework exhibits better diagnostic accuracy and error control ability than mainstream methods, especially in interdisciplinary scenarios, particularly in STEM subject transfer.","{'division': 'I. Division I: Services', 'majorGroup': 'Major Group 82: Educational Services'}","[{'activity_name': 'Critical Incident Technique', 'knowledge_flows': ['Externalization', 'Combination'], 'tacit_knowledge_types': ['Relational Tacit Knowledge', 'Collective Tacit Knowledge'], 'technologies': ['AI', 'Big Data']}]",12b3599c-eb9d-42e4-863a-abdba51f51e4
Unveiling The Digital Future: Perspectives Of Hungarian Physicians Under 35 Years Old On Ehealth Solutions,"Gyorffy, Z; Döbrössy, B; Boros, J; Girasek, E","Background The COVID-19 pandemic has catalysed the emergence of digital solutions in all areas of medicine. Our prior study on the digital health related experiences and opinions of Hungarian physicians highlights the crucial role of age in shaping attitudes towards digital health solutions among medical doctors. Our aim was to examine how under 35-year-old Hungarian physicians relate to digital technologies, the advantages and disadvantages they perceive, and how they would like to incorporate these technologies into their everyday medical practice.Methods As part of the E-physicians and E-patients in Hungary study, we conducted an online representative survey among medical practitioners in Hungary between July 2021 and May 2022 (n = 1,774). The main target group of our research were physicians under 35 years of age: n = 399 (25.3%). Besides descriptive statistical analyses, cluster analysis and binary logistic regression were applied to analyse the digital health related attitudes of the young age group.Results Our cluster analysis confirmed that younger doctors perceived more advantages (on average 7.07 items vs. 8.52 items) and disadvantages (on average 4.06 vs. 4.42) of digital health solutions. They also demonstrated greater familiarity with (8.27 vs. 9.79) and use of (1.94 vs. 2.66) a broader spectrum of technologies. Proficiency and active utilization of diverse technologies correlates with a more comprehensive understanding of both pros and cons, as well as a more realistic self-assessment of areas of further improvement. Doctors under 35 years express a notable demand for significantly increased incentives, both in terms of knowledge transfer/training and infrastructure incentives. Multivariate analyses revealed that young doctors, compared to their older counterparts, perceived enhanced patient adherence as one of the greatest benefits of digital health solutions. Additionally, young doctors expect that digital health solutions could reduce burnout.Conclusion Our results underscore the inevitable transformation of the 21st-century physician role: the success of digital health solutions hinges on active patient involvement and management, which requires proper patient education and professional support in navigating the digital space. Digital health solutions can be a bridge between different generations of doctors, where young people can help their older colleagues navigate the digital world.",digital health; young doctors; adherence; paradigm shift; participatory medicine; e-physcians; burnout,FRONTIERS MEDIA SA,Lausanne,2025,J,English,http://dx.doi.org/10.3389/fdgth.2024.1464642,Empty,55,0,0,0,0,Health Care Sciences & Services; Medical Informatics,Emerging Sources Citation Index (ESCI),Health Care Sciences & Services; Medical Informatics,Original Research,0.6,"The main research problem addressed in the study is to examine how under 35-year-old Hungarian physicians relate to digital technologies, the advantages and disadvantages they perceive, and how they would like to incorporate these technologies into their everyday medical practice.","['online representative survey', 'descriptive statistical analyses', 'cluster analysis', 'binary logistic regression']","Younger doctors perceived more advantages and disadvantages of digital health solutions. They also demonstrated greater familiarity with and use of a broader spectrum of technologies. Proficiency and active utilization of diverse technologies correlates with a more comprehensive understanding of both pros and cons, as well as a more realistic self-assessment of areas of further improvement. Young doctors express a notable demand for significantly increased incentives, both in terms of knowledge transfer/training and infrastructure. Additionally, young doctors expect that digital health solutions could reduce burnout and enhance patient adherence.","{'division': 'I. Division I: Services', 'majorGroup': 'Major Group 80: Health Services'}","[{'activity_name': 'Communities of practice', 'knowledge_flows': ['Socialization', 'Externalization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Somatic Tacit Knowledge', 'Relational Tacit Knowledge', 'Collective Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': ['AI', 'Big Data']}]",5e5119a1-a135-4073-8ea1-ea053e3ed8ba
Competence-Based Development In Education,"Pintér, É; Virág, A","The generations differ in their attitudes, talents, and knowledge. We can reach out to young people using focused and valuable professional communication. Soft skills and a foundation of professional competence are essential in education. Challenge-based learning is becoming increasingly crucial, as is taking advantage of the potential presented by digitalization and artificial intelligence. Financial culture continues to be a priority topic for development. Real, professional information is crucial for students; in addition to ability-based growth, a professional knowledge base is required. Learning through design thinking is important because, in addition to re-creating creativity, we must identify the source of every problem and create a solution to it. Creating the foundations for collaborative development is critical, and information transfer is insufficient; effective knowledge exchange is required. Novel educational techniques and platforms have highlighted the importance of transforming course design and evaluation mechanisms, as well as developing new reference values and educational technology frameworks. This has become the level of Education 4.0, with the goal of adapting to market needs and challenges and implementing a higher education concept in which a generation of competitive, highly qualified professionals emerges from the education system, capable of applying appropriate digital tools and channels to corporate and social challenges in order to find a solution. The literature incorporates modern technologies, an understanding of current social settings, and novel teaching approaches into this notion. The education system is built on heutagogic and connectivist principles. The instructor takes on a learning-supporting, collaborative role, and the student can use this to create his own knowledge. It is a difficult task, however, to determine which educational methodological aspects should be retained in the era of new living conditions, and which should be revised in order to connect with the digital and knowledge-sharing competence-based education system. The goal of the article is to categorize and examine these aspects in order to develop an effective and sustainable education system, as well as an effective knowledge transfer process. The article explores the literary history of the development of education and carries out a comparative analysis of the specialized literature, separating educational eras.",generation; competence-based learning; digitalization; educational technology,IKAM-INST KNOWLEDGE ASSET MANAGEMENT,Matera,2024,C,English,Empty,Empty,24,0,0,0,0,"Business; Computer Science, Interdisciplinary Applications; Information Science & Library Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Information Science & Library Science,Narrative Review,0.9,Determining which educational methodological aspects should be retained and which should be revised in the era of new living conditions to connect with the digital and knowledge-sharing competence-based education system.,"['Comparative analysis', 'Literature review']","The importance of transforming course design and evaluation mechanisms, developing new reference values and educational technology frameworks, and implementing a higher education concept that produces competitive, highly qualified professionals capable of applying appropriate digital tools and channels to corporate and social challenges. The article also categorizes and examines these aspects to develop an effective and sustainable education system and an effective knowledge transfer process.","{'division': 'I. Division I: Services', 'majorGroup': 'Major Group 82: Educational Services'}","[{'activity_name': 'Communities of practice', 'knowledge_flows': ['Socialization', 'Externalization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Relational Tacit Knowledge', 'Collective Tacit Knowledge'], 'technologies': ['AI', 'Big Data']}, {'activity_name': 'Mentoring', 'knowledge_flows': ['Socialization', 'Internalization'], 'tacit_knowledge_types': ['Somatic Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': []}]",6b80d474-1474-4024-b6a7-461059edb77b
Fedaux: An Efficient Framework For Hybrid Federated Learning,"Gu, H; Guo, B; Wang, JT; Sun, W; Liu, JQ; Liu, SC; Yu, ZW","As an enabler of sixth-generation communication technology (6G), Federated Learning (FL) triggers a paradigm shift from connected things to connected intelligence. FL implements on-device learning, where massive end devices jointly and locally train a model without private data leakage. However, FL suffers from problems of low accuracy and convergence rate when no data is shared to the central server and the data distribution is non-IID. In recent years, attempts have been made on hybrid FL, where very small amounts of data (e.g., less than 1%) is shared from the participants. With the opportunities brought by shared data, we notice that the server is capable of receiving the data in order to assist the FL process and mitigate the challenge of non-IID. Notably, existing hybrid FL only applies the model-level technologies belonging to the traditional FL and does not make full use of the characteristics of shared data to make targeted improvements. In this paper, we propose FedAux, a novel hybrid FL method at knowledge-level, which utilizes shared data to construct an auxiliary model and then transfer general knowledge to traditional aggregated model or client model for enhancing the accuracy of global model and speeding up the convergence of global model. We also propose two specific knowledge transfer strategies named c-transfer and i-transfer. We conduct extensive analysis and evaluation of our methods against the well-known FL methods, FedAvg and Hybrid-FL protocol. The results indicate that FedAux shows higher accuracy (10.89%) and faster convergence rate compared with other methods.",6G networks; Federated learning; Non-IID data; Feature transferable theory,IEEE,New York,2022,C,English,http://dx.doi.org/10.1109/ICC45855.2022.9839129,Empty,17,8,8,0,2,Telecommunications,Conference Proceedings Citation Index - Science (CPCI-S),Telecommunications,Original Research,0.8,Federated Learning (FL) suffers from low accuracy and convergence rate when no data is shared to the central server and the data distribution is non-IID. Existing hybrid FL methods do not fully utilize the characteristics of shared data to make targeted improvements.,"['Federated Learning (FL)', 'Hybrid Federated Learning', 'FedAux - a novel hybrid FL method at knowledge-level', 'c-transfer and i-transfer knowledge transfer strategies']","FedAux shows higher accuracy (10.89%) and faster convergence rate compared with other well-known FL methods, FedAvg and Hybrid-FL protocol.","{'division': 'E. Division E: Transportation, Communications, Electric, Gas, And Sanitary Services', 'majorGroup': 'Major Group 48: Communications'}","[{'activity_name': 'Knowledge Harvesting Workshops', 'knowledge_flows': ['Combination', 'Internalization'], 'tacit_knowledge_types': ['Collective Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': ['AI', 'Big Data']}]",e6268b84-d57f-46f5-baf4-f2598080a9ea
"Social Environmental Support In Encouraging Entrepreneurial Behavior Of Millennial Farmers In The Special Region Of Yogyakarta, Indonesia: An Effort To Realize Sustainable Agriculture","Qonita, RRA; Masyhuri; Jamhari; Perwitasari, H","Sustainable agriculture offers new hope in overcoming the challenges of the decreasing interest of the younger generation in the agricultural sector. Millennial farmers, as part of this younger generation, are the key to successfully implementing sustainable agricultural development. This study aims to explore the influence of the role of parents, friends, extension workers, and media exposure on the entrepreneurial behavior of millennial farmers, and to explore the influence of entrepreneurial behavior on the financial performance of millennial farmers. The research was conducted in the Special Region of Yogyakarta, Indonesia, which was the first province to inaugurate 1,000 millennial farmers. The research sample consisted of 200 millennial farmers, selected using a simple random sampling method. The analysis employed Partial Least Square Structural Equation Modeling (PLS-SEM). The results reveal that the role of parents does not significantly influence millennial farmers' entrepreneurial behavior. The role of friends, agricultural extension workers, and media exposure significantly influence millennial farmers' entrepreneurial behavior. Friends provide motivation, support, and share information. Agricultural extension workers offer knowledge transfer, technology, and programs from the government. Media exposure contributes by providing knowledge and shaping perceptions and behavior. Entrepreneurial behavior has a positive and significant influence on financial performance. The research results impact millennial farmers' regional commissariat/farmer groups, the extension services by agricultural extension workers, and the media for millennial farmers. It is recommended that policies be implemented to strengthen the role of the regional commissariat of millennial farmers/farmer groups, improve extension services, and develop media relevant to millennial farmers.",agricultural entrepreneurship; farmers' entrepreneurial behavior; media exposure,UNIVERSITAS SEBELAS MARET SURAKARTA,Sukarta,2025,J,English,http://dx.doi.org/10.20961/carakatani.v40i1.92724,Empty,94,1,5,2,3,"Agriculture, Multidisciplinary",Emerging Sources Citation Index (ESCI),Agriculture,Original Research,0.7,Decreasing interest of the younger generation in the agricultural sector and the need for sustainable agricultural development.,"['Partial Least Square Structural Equation Modeling (PLS-SEM)', 'simple random sampling']","The role of parents does not significantly influence millennial farmers' entrepreneurial behavior. The role of friends, agricultural extension workers, and media exposure significantly influence millennial farmers' entrepreneurial behavior. Entrepreneurial behavior has a positive and significant influence on financial performance.","{'division': 'A. Division A: Agriculture, Forestry, And Fishing', 'majorGroup': 'Major Group 07: Agricultural Services'}","[{'activity_name': 'Mentoring', 'knowledge_flows': ['Socialization', 'Externalization', 'Internalization'], 'tacit_knowledge_types': ['Somatic Tacit Knowledge', 'Relational Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': []}, {'activity_name': 'Communities of practice', 'knowledge_flows': ['Socialization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Collective Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': ['AI', 'Big Data']}]",08f09a30-07d9-48ab-89a1-7ec58b9081cc
Integrating Digital Literacies And Scientific Communication In A Multimedia Anatomy Group Assignment To Advance Contextual Learning,"Xiao, JH","Anatomists are facing a new generation of learners who will study and work in a technology-rich environment. Indeed, digital technologies are tremendously changing how information and knowledge are communicated and retrieved. However, it remains unclear whether an anatomy assessment can be designed to promote contextual learning through integrating a digital communication strategy. To investigate this, assessment methods were diversified in the first-year neuroanatomy and third-year regional anatomy curricula through implementing a multimedia human anatomy group assignment integrating digital literacies and scientific communication. Through completing this multimedia assignment, students demonstrated their anatomy knowledge transfer using a range of approaches. The main mode of presentations chosen in the two anatomy units were non-animated video presentations (similar to 50%), animated video presentations (similar to 30%), storyboards (similar to 10%), podcasts (similar to 3%), and filmed videos (similar to 3%). A 5-point Likert scale learning and teaching survey was conducted for a total of 195 undergraduate health science students to evaluate students' perception of this group assignment. The majority of students (70-80%) strongly agreed or agreed that the multimedia group assignment helped their teamwork skills. Students who produced animated videos significantly outperformed those who adopted the non-animated presentations during the end-of-semester theory examination (p < 0.05). This study demonstrates that an anatomy group assignment integrating digital literacy and scientific communication is an effective assessment strategy associated with a positive learning experience and outcome. This inquiry-based assignment promotes learning through assessment, allowing students to not only consolidate and extend anatomy knowledge but also developing effective digital communication skills, providing new insights into non-didactic anatomy assessments.",anatomy; assessment; contextual learning; digital; digital literacy; group assignment; multimedia,WILEY,Hoboken,2024,J,English,http://dx.doi.org/10.1002/ase.2331,Empty,35,4,5,3,21,"Education, Scientific Disciplines",Science Citation Index Expanded (SCI-EXPANDED),Education & Educational Research,Original Research,0.8,It remains unclear whether an anatomy assessment can be designed to promote contextual learning through integrating a digital communication strategy.,"['diversification of assessment methods', 'implementation of a multimedia human anatomy group assignment', '5-point Likert scale learning and teaching survey']","The multimedia group assignment helped students' teamwork skills, with students who produced animated videos outperforming those who adopted non-animated presentations. The inquiry-based assignment promotes learning through assessment, allowing students to consolidate and extend anatomy knowledge and develop effective digital communication skills, providing new insights into non-didactic anatomy assessments.","{'division': 'I. Division I: Services', 'majorGroup': 'Major Group 82: Educational Services'}","[{'activity_name': 'Communities of practice', 'knowledge_flows': ['Socialization', 'Externalization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Somatic Tacit Knowledge', 'Relational Tacit Knowledge', 'Collective Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': ['Virtual Reality', 'Augment Reality']}]",52d3c73d-743e-440d-9638-ee9ba27cc208
"A Comprehensive Heritage Bim Methodology For Digital Modelling And Conservation Of Built Heritage: Application To Ghiqa Historical Market, Saudi Arabia","Baik, A","Preserving historical architectural structures is crucial for safeguarding cultural heritage. This study explores the application of Heritage Building Information Modelling (HBIM) to enhance the documentation process of the Ghiqa Historical Market in Saudi Arabia, a monument known for its intricate architecture and cultural significance. Traditional documentation methods often fail to capture detailed features accurately and rely on labour-intensive manual processes. HBIM uses advanced digital technologies to improve precision, efficiency, and preservation efforts. In this study, point cloud data from 3D laser scanning is used to create a detailed digital model of the market, covering structural systems, material attributes, architectural features, and historical context. The research also integrates historical archives and photographs to enrich the model with additional contextual information. This comprehensive approach provides a holistic understanding of the Ghiqa Historical Market, aiding accurate preservation and restoration decisions. HBIM offers several advantages in architectural documentation. The digital model enhances visualization, allowing stakeholders to explore the site from multiple perspectives. It also serves as a tool for analysing structural integrity, identifying potential risks, and planning restoration interventions. Moreover, digital documentation ensures effective knowledge transfer across generations, preserving valuable architectural heritage for future reference and research. Additionally, it promotes interdisciplinary collaboration among architects, historians, conservators, and other stakeholders involved in preservation. Including the Ghiqa Historical Market in the UNESCO World Heritage List would highlight its global significance, attracting international attention and resources for its preservation. This designation would underscore the market's cultural and historical importance, fostering a sense of pride and responsibility in its maintenance. The implementation of Heritage BIM demonstrates its potential to revolutionize heritage conservation by combining diverse data sources into a single, detailed, and accessible digital resource.",HBIM; 3D laser scanning; historical architecture; documentation; conservation; Ghiqa Historical Market; Saudi Arabia; cultural heritage,MDPI,Basel,2024,J,English,http://dx.doi.org/10.3390/rs16152833,Empty,42,11,13,11,67,"Environmental Sciences; Geosciences, Multidisciplinary; Remote Sensing; Imaging Science & Photographic Technology",Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,Case Study,0.8,"Traditional documentation methods often fail to capture detailed features accurately and rely on labour-intensive manual processes, leading to inefficiencies in the preservation of historical architectural structures.","['3D laser scanning', 'point cloud data', 'Heritage Building Information Modelling (HBIM)', 'integration of historical archives and photographs']","HBIM enhances visualization, allows for better analysis of structural integrity, identifies potential risks, and plans restoration interventions. It also ensures effective knowledge transfer across generations, preserves valuable architectural heritage, and promotes interdisciplinary collaboration. The inclusion of the Ghiqa Historical Market in the UNESCO World Heritage List would highlight its global significance, attracting international attention and resources for its preservation.","{'division': 'C. Division C: Construction', 'majorGroup': 'Major Group 15: Building Construction General Contractors And Operative Builders'}","[{'activity_name': 'Communities of practice', 'knowledge_flows': ['Socialization', 'Externalization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Relational Tacit Knowledge', 'Collective Tacit Knowledge'], 'technologies': ['Digital Twins']}]",ba20c38d-b797-4815-b3b9-f7cce1a2a4f0
Samsax-An Innovative Living Lab For The Advancement Of A Circular Economy Through Additive Manufacturing Technologies,"Berkemeier, A; Kühnel, L; Dürigen, D; Hoffmann, H; Zeidler, H; Bullinger, AC; Wagenführ, A","The sustainable development of products is of great interest to both industry and consumers due to various factors, such as anthropogenic climate change and the scarcity of resources and materials. In response to this, the simul+ Living Lab Sustainable Additive Manufacturing in Saxony (SAMSax) has been established as a physical experimental space aimed at improving the sustainability of products. This includes selecting resource-efficient manufacturing processes, using renewable materials, reducing energy consumption during use, and designing for recyclability. The innovative approach of the lab also integrates an open innovation process, involving present and potential stakeholders. Collaborating closely with stakeholders from industry, academia, and government fosters idea generation, provides solution approaches, and enhances acceptance and practical implementation. Methodologically, SAMSax focuses on upcycling organic and inorganic residues as well as by-products from industry and agriculture, reintegrating them as innovative components in industrial production using additive manufacturing (3D printing). The Living Lab provides a space for networking and active knowledge transfer through digital technologies, analyses, and collaborative developments, enabling the testing and evaluation of innovations in a real-world environment. Several potential waste materials suitable for additive manufacturing and new products have already been identified. In addition to industrial residues, materials, such as paper and wood dust; industrial by-products, such as sand; and agricultural residues, like harvest residues, are being analyzed, processed, and tested using additive manufacturing in the laboratory. In this way, SAMSax can contribute to an integrated and consistent circular economy. The research aims to demonstrate that the SAMSax Living Lab is a crucial driver of innovation in the field of additive manufacturing. Furthermore, this study contributes by presenting the Living Lab as an application-oriented research environment, focusing on innovative implementation in small- and medium-sized enterprises.",Living Lab; additive manufacturing (AM); sustainability; circular economy; innovation process; digitalization,MDPI,Basel,2024,J,English,http://dx.doi.org/10.3390/su16020823,Empty,74,8,8,2,21,Green & Sustainable Science & Technology; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Environmental Sciences & Ecology,Case Study,0.7,"The sustainable development of products, addressing anthropogenic climate change, and the scarcity of resources and materials.","['open innovation process', 'collaboration with stakeholders from industry, academia, and government', 'upcycling organic and inorganic residues', 'additive manufacturing (3D printing)', 'networking and active knowledge transfer through digital technologies']","SAMSax can contribute to an integrated and consistent circular economy. The Living Lab is a crucial driver of innovation in the field of additive manufacturing, focusing on innovative implementation in small- and medium-sized enterprises.","{'division': 'D. Division D: Manufacturing', 'majorGroup': 'Major Group 24: Lumber And Wood Products, Except Furniture'}","[{'activity_name': 'Communities of practice', 'knowledge_flows': ['Socialization', 'Externalization', 'Combination', 'Internalization'], 'tacit_knowledge_types': ['Somatic Tacit Knowledge', 'Relational Tacit Knowledge', 'Collective Tacit Knowledge', 'Intellectual Tacit Knowledge'], 'technologies': ['Digital Twins']}]",8c6ed83c-03b3-47c9-b22a-b30a83db8d15
