Title,Author,Abstract,Keywords,Publication title,Country of publication,Publication year,Source type,Language of publication,DOI Link,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,WoS Categories,Web of Science Index,Research Areas
"The Impact Of Artificial Intelligence On The Transformation Of Organizations: Effects On Innovation, Knowledge Transfer And Global Competitiveness","Croitoru, G; Florea, NV; Goldbach, D","The article outlines the profound and far-reaching impact of the implementation of Artificial Intelligence (AI) on core areas of organizational performance, with particular reference to issues such as innovation, transfer of knowledge, competitiveness, reduction of development time and global collaboration. Utilizing structural equation modeling with PLS-SEM, the research rigorously tested for validity and reliability of the constructs, thus providing a strong theoretical foundation to the empirical analysis conducted on a diverse sample of 371 companies distributed in various industries. From the empirical findings, it is discovered that AI not only facilitates but also contributes great value to the innovation performance, coupled with the enhancement of knowledge transfer in organizations. On the other hand, it was highlighted that the utilization of AI-based solutions leads to a dramatic increase in the competitive advantage of organizations, via the streamlining of internal processes and establishment of distinctive capabilities, which provide a long-term competitive advantage. Besides, another important aspect found is that utilising AI reduces substantially the developmental time, which makes an organization more effective in a scenario of rapid change and intense competition. In the case of international cooperation, even though the impact was evaluated as moderate, the results continue to reflect the high value of AI in international networks and global cooperation. In addition to these empirical observations, the theory contribution of the research is significant, as it guarantees the idea that AI is not just a mere technology tool but asserts itself as a strategic one capable of triggering not just innovation, but organizational competitiveness. The study adds to the body of literature by providing empirical evidence to demonstrate how AI allows not only automation but also generation and dissemination of context-relevant knowledge. The insights applied to business leaders emphasize making AI adoption a central component of business strategy, situating innovation teams around AI-related competencies, and integrating it into knowledge management and global collaboration flows. In conclusion, this paper suggests the necessity of creating a strategic response in Adopting Artificial Intelligence to equip business leaders with the necessary tools and intelligence to enhance organizational performance in the intricate environment of the contemporary digital economy.",Artificial Intelligence (AI); Organizational Performance; Innovation; Knowledge Transfer; Competitiveness; Structural Equation Modeling (PLS-SEM); Organizational Strategy,SCIENDO,WARSAW,2025,C,English,http://dx.doi.org/10.2478/picbe-2025-0343,58,0,1,13,13,Business,Conference Proceedings Citation Index - Science (CPCI-S),Business & Economics
Does Oral Knowledge Belongs To Library: Library Professionals' Perspective,"Sharma, N","Certain knowledge is transfer from one generation to the next through spoken word, a process known as oral tradition or oral knowledge transfer. Oral knowledge refers to the sharing and preservation of information, stories, and experiences through verbal communication. Oral knowledge aremajor sources of information which includes cultural and traditional beliefs, historical events, ancestral histories, developmental journey, myths, legends, and skills, among other things. It portrays a geographical and political landscape of a community or a social group. At the same time, since it passes from generation to generation orally and there is no documented form of these information. And at this point, the question arises whether these information's are in a vulnerable phase of missing out? Proper documentation, archiving is the necessity of the hour to preserve these knowledges for sustainable use by budding generations. The study focuses on perspective of library professionals towards oral traditions and their roles and responsibilities in preserving cultural heritages where the initiatives taken by various institutions to preserve the oral knowledge is studied. To collect data of the study, a structured questionnaire was constructed and distributed among the library professionals of North East India through social media platforms. The results states that library professionals' holds the responsibilities of collecting, documenting, preserving, and disseminating oral traditions, where technologies like Artificial Intelligence (AI) can be involved. There was unanimous agreement among all respondents that the preservation of oral traditions is crucial and significant. Out of total 68 respondents, 83.82% (57) respondents stated that there are no initiatives taken by their institutions regarding preservation of oral knowledge till the date of response. 5.88% (4) stated that their institutions are planning to act in this regard. And 10.29% (7) institutions have already taken some initiatives of preserving oral traditions. However, awareness of oral traditions among important stockholders like library professionals is not satisfactory. In this regard, culturally rich site like north east India is still in a position where education, awareness about oral knowledge is in theoretical form; without proper practical implementation of theories of creating awareness among people, preservation of our oral heritages for sustainable use will remain a myth.",Oral Knowledge; Oral Traditions; Oral History; Indigenous Knowledge; Documentation; Archiving,SPRINGER-VERLAG SINGAPORE PTE LTD,SINGAPORE,2025,C,English,http://dx.doi.org/10.1007/978-981-96-0865-2_4,20,1,1,2,2,"Computer Science, Information Systems; Information Science & Library Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Computer Science; Information Science & Library Science
"Towards Socio-Digital Rural Territories To Drive Digital Transformation: General Conceptualisation And Application To The Olive Areas Of Andalusia, Spain","Reina-Usuga, L; Parra-López, C; Sánchez-Zamora, P; Carmona-Torres, C","The future of rural areas, in different geographical contexts around the world, faces enormous challenges and uncertainties, with the emergence of complex territorial dynamics. One of the main disruptive factors underlying the current challenges in rural realities is digital transformation (DT). This study has two objectives: 1) to develop a theoretical framework for the analysis of DT in rural areas from a territorial perspective, through the proposal of the concept of 'socio-digital rural territories' (SDRT); and 2) to analyse the specific case of the olive areas of Andalusia where DT is starting in recent years. For this purpose, Social Network Analysis (SNA) techniques are used, both to build the theoretical framework and to evaluate the concepts developed at a practical level in the case study. The results obtained show that addressing DT in rural areas from a territorial approach should consider the technological innovation system (TIS) and relational social capital (RSC), embedded in the technological and social dimensions of a territory, as key elements to promote successful dynamics towards a SDRT. On the other hand, the analysis of the DT network in the olive-growing areas of Andalusia (the DT olive network) shows that the actors that stand out for their role as knowledge emitters include digital technologies companies, knowledge generation agents, knowledge transfer agents and the scientific and informative media. On the contrary, the main receiving knowledge actors are olive growers, cooperatives or cooperative groups, non-cooperative groups and agricultural organisations. The density of connections in the network is high considering the type of actors and connections analysed. The DT olive network has a high potential for the creation of RSC. Thus, there is bonding capital, in which a high number of connections between actors predominate, although with low homogeneity in the typology of actors. And there is bridging capital, in which organisations of different types participate, and as it is a decentralised network, it favours the lack of concentration of power. Finally, this article offers a novel explanation of how knowledge is exchanged and created in a social network, and how this exchange creates new intellectual capital. This capital, which in the case of DT is territorial digital capital, is translated into digital technologies. The results indicate that the DT olive network and its RSC lead to the potential formation of an SDRT in Andalusian olive areas.",Social network analysis; Innovation system; Agriculture 4.0; Territory; Knowledge transfer; Digital capital,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,2023,J,English,http://dx.doi.org/10.1016/j.geoforum.2023.103827,127,10,13,10,65,Geography,Social Science Citation Index (SSCI),Geography
Letta And Draghi Push Forward Engineering Schools To Adapt To Challenges For The Future Of Europe,"Verdaguer-Codina, J; Palomés, XPI","A decade ago, Dr. Struth from Bosch said that Industry 4.0 needs an education offensive because companies are not yet able to fully tap into the potential of Industry 4.0. The skills required in the workforce for this industry are changing faster than traditional curricula can keep up due to the new technologies. The reports commissioned by the European Union to Letta and Draghi indicate that EU must invest in the industry and education. The WEF's prediction about jobs until the year 2030 indicates that there is a need for engineers trained for present and future needs, and their training must be in line with these needs. Also, the WEF in the 2023 edition echoed the PISA report for its effects on the economy, and these results have not been satisfactory to anyone. The training of the engineers is the responsibility of the engineering schools. The students who come to engineering schools are Generation Z and have generated the latest PISA, TIMMS, and ICILS reports. There are many reports on universities made by Spanish institutions, however, none of them talk about students, specifically those who enter engineering schools, and the causes of dropout. The dropout in engineering schools in Catalonia is over 40% in the first year, a problem that has not been solved and is persistent in subsequent years. This paper explains internal and external causes that favor the abandonment of engineering studies. Some of the causes are linked to each other even if, a priori, they seem independent. Thus, technological knowledge within TPACK, computational thinking, and the teaching staff's resistance to changing teaching methodologies are related to each other, as are the double penalty in exams, the persistent lack of cross-curricular knowledge transfer, and the gap between what is taught in baccalaureate and what is taught in the first year of the degree. The importance of the analysis of the results of the test carried out on 417 computer engineering students and 139 nautical students on basic knowledge of calculation tools and knowledge of programming languages, is that for the first time, these respondents had the choice to learn a programming language as an optional subject inside the baccalaureate, and the data obtained show the teaching methodology and the learning system. A brief historical review of how engineering schools were taught can help us see the effects of incorporating AI in both sides, professors, and students, and how schools must evolve.",ChatGPT; AI; TPACK; The Chasm; Campbell's law; Microworld; Computational Thinking; Einstellung effect; PISA; WEF; Industry 4.0.,IEEE,NEW YORK,2025,C,English,http://dx.doi.org/10.1109/CISPEE64787.2025.11124150,26,0,0,0,0,"Education, Scientific Disciplines; Engineering, Multidisciplinary",Conference Proceedings Citation Index - Science (CPCI-S),Education & Educational Research; Engineering
Digital Health Intervention Design And Deployment For Engaging Demographic Groups Likely To Be Affected By The Digital Divide: Protocol For A Systematic Scoping Review,"Jenkins, CL; Imran, S; Mahmood, A; Bradbury, K; Murray, E; Stevenson, F; Hamilton, FL","Background: Digital health interventions refer to interventions designed to support health-related knowledge transfer and are delivered via digital technologies, such as mobile apps. Digital health interventions are a double-edged sword: they have the potential to reduce health inequalities, for example, by making treatments available remotely to rural populations underserved by health care facilities or by helping to overcome language barriers via in-app translation services; however, if not designed and deployed with care, digital health interventions also have the potential to increase health inequalities and exacerbate the effects of the digital divide. Objective: The aim of this study is to review ways to mitigate the digital divide through digital health intervention design, deployment, and engagement mechanisms sensitive to the needs of digitally excluded populations. Methods: This protocol outlines the procedure for a systematic scoping review that follows the methodology recommended by the PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews) guidance. The following databases will be searched for primary research studies published in English from October 1, 2011, to October 1, 2021: Cochrane Library, Epistemonikos, NICE Evidence, PROSPERO, PubMed (with MEDLINE and Europe PMC), and Trip. In addition, the following sources of gray literature will be searched: Conference Proceedings Citation Index, Health Management Information Consortium, International HTA Database, OpenGrey, The Grey Literature Report, Google Scholar Basic Search UK, MedNar Deep Web Search Engine, and Carrot2. We will select publications that meet the following inclusion criteria: primary research papers that evaluated digital health interventions that describe features of digital health intervention design and deployment that enable or hinder access to and engagement with digital health interventions by adults from demographic groups likely to be affected by the digital divide (eg, older age, minority ethnic groups, lower income, and lower education level). A random selection of 25 publications identified from the search will be double screened by four reviewers. If there is >75% agreement for included/excluded publications, the team will continue to screen all the identified publications. For all included publications, study characteristics will be extracted by one author and checked for agreement by a second author, with any disagreements resolved by consensus among the study team. Consultation digital health intervention design and deployment, and digital health intervention users will also be conducted in parallel. Results: The review is underway and is anticipated to be completed by September 2022. Conclusions: The results will have implications for researchers and policy makers using digital health interventions for health improvement peripandemic and post pandemic, and will inform best practices in the design and delivery of digital health interventions.",digital divide; digital health interventions; DHIs; eHealth; digital health literacy; health inequalities; health inequities; mHealth; mobile health,"JMIR PUBLICATIONS, INC",TORONTO,2022,J,English,http://dx.doi.org/10.2196/32538,32,13,14,2,42,"Health Care Sciences & Services; Public, Environmental & Occupational Health",Emerging Sources Citation Index (ESCI),"Health Care Sciences & Services; Public, Environmental & Occupational Health"
"Soil Fertility Evaluation Through Farmer Knowledge And Scientific Approaches Of Bundelkhand Region, Central India","Lal, B; Sharma, A; Gupta, AK; Singh, SS; Chaturvedi, SK; Jhariya, MK","Knowledge transfer from generation to generation is a fundamental aspect of human society for their culture, growth, and survival. Agriculture production technologies (soil fertility evaluation) are also transferred to the farmer's community through this transfer process. The main aim of this study was to see the farmer's perception of poor and highly fertile soil and to establish a relationship between the farmer's opinion-based soil fertility and standard laboratory-methods-based soil fertility evaluation approaches. However, laboratory methods require more time, money, resources, and scientific knowledge. At the same time, farmer- opinions are easy to implement at the field level and useful for initial soil fertility evaluation, especially for smallholding farmers. Therefore, a linkage study of soil fertility evaluation on farmer's knowledge-based perception (F-SQI) and scientific methods-based soil quality indices (SQIs) was performed in the Bundelkhand region of central India. For this purpose, 151 farmers were selected and all the information about their socioeconomic status, agriculture, and perception of soil fertility was received through personal questionnaires from four different villages: Kumariyarai, Mustara, Nauner, and Piprauwakalan, whereas, soil samples were also collected from individual farmers' field. However, fourteen different soil quality indicators like soil texture, soil color, workability, water holding capacity, presence of weed flora, crop performance, land feature, color of the crop, presence of organic residues, surface ponding, surface crusting, presence of gravels, crop germination, and soil macro-fauna were used for collecting farmer perception about the soil fertility status. Whereas, soil quality indicators like the presence of gravel, soil texture, and soil color were separated using PCA analysis for major loading in the soil quality evaluation. Laboratory analyses were also performed to assess the pH, EC, SOC, Av-N, Av-P, Av-K, Ex- Ca2+, Ex-Mg2+, Av-S, soil texture, and BD in sampled soil from farmer fields. Farmer perception-based soil quality index (F-SQI) was computed based on the score received from used soil quality indicators and three different scientific approaches of soil quality indexes are A-SQI, W-SQI, and PCA-SQI also generated by the use of obtained laboratory soil analyses results. However, A-SQI was more significantly regressed with the F-SQI than other scientific approaches of W-SQI and PCA-SQI. Additionally, the poor fertile soil had a maximal regress with F-SQI compared to the high fertile soil due to visible soil quality indicators identified by the farmers in the study area.",Farmer knowledge; Soil fertility; Soil quality index; Farmer perception,SPRINGER,DORDRECHT,2024,J,English,http://dx.doi.org/10.1007/s10668-024-05729-5,99,2,3,2,8,Green & Sustainable Science & Technology; Environmental Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics; Environmental Sciences & Ecology
Walking (Together) On The Wild Side: Sharing And Co-Creating Knowledge In Public Sector Project Management,"Palumbo, R; Decastri, M; Hinna, A","Viable public value generation is realized at the intersection of the public and the private realms, involving collaborative efforts aimed at tackling the wicked issues affecting collective well-being. Public private partnerships (PPP) and Public Private People Partnership (PPPP) are privileged organizational forms for the generation of public value. The idea that PPP and PPPP can bring collective benefits nurture their diffusion. They can be conceived of as inter-organizational relationships, characterized by: 1) mutual coordination of activities; 2) shared level of risk, and 3) an organizational agreement between the partners. Interorganizational relationships are usually hosted in project settings, which enact a context for eliciting interdependencies and enable public value co-generation. Although literature has investigated the challenges related to the management of projects in the public sector, unveiling hard and soft issues for their successful accomplishment, little is known on how projects can foster the knowledge assets for public value co-creation. The article pushes forward our understanding of the antecedents, processes, and implications of knowledge sharing in project settings aimed at public value co-creation, shedding lights into the factors which encourage public sector entities and private companies to cross-fertilize their assets to co-produce public value. A systematic literature review has been accomplished, trying to comprehensively integrate the scholarly debate about knowledge sharing dynamics within projects launched by public sector entities to engage private partners and people in public value co-creation. Altogether, 50 items were contemplated in this literature review. Four main themes emerged from the scholarly debate. Knowledge sharing and dissemination relies on contextual factors, which concern the institutional, technological, and social frameworks within which projects are implemented. Knowledge transfer is facilitated when public sector entities promote openness in the design and the implementation of value co-creation projects, introduce reliable technologies to support inter-organizational relationships, and establish trustworthy relationships with their partners. Appropriate organizational architectures should be designed to foster knowledge sharing. Two main solutions are available for this purpose: a conservative approach entails embedding boundary spanners in conventional organizational structures, enabling them to perform as bridges to promote inter-organizational exchanges; a radical way involve arranging a temporary flexible organization, which is hybridized by the partners and hybridizes their knowledge assets. Public managers should be adequately trained to effectively manage projects which are characterized by the engagement of private partners in the process of public value co-creation. Finally, the direct and indirect implications of knowledge dissemination on public value generation should be addressed.",Knowledge; Project Management; Public Sector; Public-private partnership; Value co-creation,IKAM-INST KNOWLEDGE ASSET MANAGEMENT,MATERA,2022,C,English,,68,0,0,0,4,"Economics; Management; Social Sciences, Interdisciplinary",Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Social Sciences - Other Topics
Insights Into How Mhealth Applications Could Be Introduced Into Standard Hypertension Care In Germany: Qualitative Study With German Cardiologists And General Practitioners,"May, S; Seifert, F; Bruch, D; Heinze, M; Spethmann, S; Muehlensiepen, F","Background: Mobile health (mHealth) apps provide innovative solutions for improving treatment adherence, facilitating lifestyle modifications, and optimizing blood pressure control in patients with hypertension. Despite their potential benefits, the adoption and recommendation of mHealth apps by physicians in Germany remain limited. This reluctance may be due to a lack of understanding of the factors influencing physicians' willingness to incorporate these digital tools into routine clinical practice. Understanding these factors is crucial for fostering greater integration of mHealth apps in hypertension care. Objective: The aim of this study was to explore the relationship between physicians' information needs and acceptance factors, and how these elements can support the effective integration of mHealth apps into daily medical routines. Methods: We conducted a qualitative study involving 24 semistructured telephone interviews with physicians, including 14 cardiologists and 10 general practitioners, who are involved in the treatment of hypertensive patients. Participants were selected through purposive sampling to ensure a diverse range of perspectives. Thematic analysis was conducted using MAXQDA software (Verbi GmbH) to identify key themes and subthemes related to the acceptance and use of mHealth apps. Results: The analysis revealed significant variability in physicians' information needs regarding mHealth apps, particularly concerning their functionalities, clinical benefits, and potential impact on patient outcomes. These informational gaps play a critical role in determining whether physicians are willing to recommend mHealth apps to their patients. Key determinants influencing acceptance were identified, including the availability of robust knowledge about the apps, high-quality and reliable data, generational shifts within the medical profession, solid evidence supporting the effectiveness of the mHealth apps, and clearly defined areas of application and responsibilities within the physician-patient relationship. The study found that acceptance of mHealth apps could be significantly increased through targeted educational initiatives, enhanced data quality, and better integration of thesetools into existing clinical workflows. Furthermore, younger physicians, more familiar with digital technologies, demonstrated greater openness to using mHealth apps, suggesting that generational changes may drive future increases in adoption. Conclusions: The successful integration of mHealth apps into hypertension management requiresa multifaceted approach that addresses both the informational and practical concerns of physicians. By disseminating comprehensive knowledge about the variety, functionality, and proven efficacy of hypertension-related mHealth apps, health care providers can be better equipped to use these tools effectively. This approach necessitates the implementation of various knowledge transfer strategies, such as targeted training programs, peer learning opportunities, and active engagement with digital health technologies. As physicians become more informed and confident in the use of mHealth apps, their acceptance and recommendation of these tools are likely to increase, leading to more widespread adoption. Overcoming current barriers related to information deficits and data quality is essential for ensuring that mHealth apps are optimally used in routine hypertension care, ultimately improving patient outcomes and enhancing the overall quality of care.",hypertension; mHealth apps; physicians; qualitative study; digitalization; app; application; Germany; blood pressure; cardiologists; thematic analysis; general practitioner; mobile phone,"JMIR PUBLICATIONS, INC",TORONTO,2025,J,English,http://dx.doi.org/10.2196/56666,51,3,4,1,2,Health Care Sciences & Services; Medical Informatics,Science Citation Index Expanded (SCI-EXPANDED),Health Care Sciences & Services; Medical Informatics
Development Of Guidance Documents In The Eurad And Predis Projects,"Ormai, P; Nos, B; Faltejsek, J; Miksová, J; Zeleznik, N; Mele, I; Fuzik, K; Carbol, P; Banford, A; Holt, E","Particular emphasis is dedicated to Knowledge Management activities within the EURAD (European Joint Programme on Radioactive Waste Management) and PREDIS (Pre-disposal management of radioactive waste) projects to ensure the capture of existing knowledge, transfer of knowledge between Members States and management of the knowledge for future generations. The EURAD project has three work packages dedicated to knowledge management. One of them, the EURAD Guidance work package (WP12) is developing a comprehensive suite of specific guidance documents that can be used by Members States with radioactive waste management (RWM) programmes that are at an early stage of development but can be beneficial also to more advanced programmes. The PREDIS project does not have a specifically allocated work package for guidance development. Rather, such activities are integrated within deliverables produced as part of the Strategic Implementation and State of Knowledge actions of the Roadmap contributions on predisposal waste management. The EURAD guidance work is based on the existing PLANDIS guide on RD&D planning, developed by the Implementing Geological Disposal of Radioactive Waste Technology Platform (IGD-TP). The guidance documents complement other documents prepared in parallel knowledge management activities inside EURAD project: the State of Knowledge documents. The differentiation is that guidance documents explain in more detail how the process can be established and performed, including illustrative examples. The guides are self-standing documents and integrated with the EURAD Roadmap. The target end users of the guidance are primarily programme owners and managers (i.e., governments/administrations, Waste Management Organisations, Research Entities and Technical Support Organisations) responsible for planning and implementing the RWM programme and the supporting RD&D activities at a national level, even though they might also be of use and interest to other interested stakeholders, such as representatives of civil society. To produce a first list of prioritised topics for guidance documents with the aim to select a topic for a pilot guide, the Guidance WP has developed a screening process that includes review by experts and end users. Based on the priority list, the first pilot guide was developed with the title Cost Assessment and Financing Schemes of Radioactive Waste Management Programmes. Experience gained during the selection of topics for the pilot guide and during its production are being incorporated into the procedure for identification of new topics for which guides will be developed. First, the degree of coverage of the EURAD Roadmap themes by suitable guide documents will be analysed by the WP 12 team. The analysis will be combined with feedback from experts verifying the needs for missing guides. Finally, the potential end user community representatives will be given the opportunity to comment on the prioritisation of selected guidance documents and make additional suggestions. The potential end users stay involved also during the production of the guides. This procedure aims to optimise the scarce expert resources in relation to the identified needs of guidance documents. This article explains the approach for selecting topics for guidance documents and the results obtained both in EURAD and PREDIS.",,EDP SCIENCES S A,LES ULIS CEDEX A,2022,J,English,http://dx.doi.org/10.1051/epjn/2022035,12,1,1,0,0,Nuclear Science & Technology,Emerging Sources Citation Index (ESCI),Nuclear Science & Technology
Sales Innovation: The Mediating Role Of Distributors' Supply Chain Collaboration Via Technological Environments,"Rachevski, I; Levi-Bliech, M","PurposeThis study aims to investigate the mediating role of distributors in leveraging technological environments to enhance customer collaboration and drive sales innovation through two primary research questions. Firstly, it examines how technological environments influence customer collaboration with distributors serving as mediators. Secondly, it explores the quantifiable impact of distributor-customer collaborations on sales innovation performance. Using dynamic capabilities theory as a framework, the research examines how distributors evolve beyond traditional distribution functions to become strategic facilitators of value creation in modern digital supply chains, addressing a critical gap in understanding the multidimensional value generation by distributors across varied market types and industries.Design/methodology/approachThis study examines the influence of technological environments on collaboration between distributors (as mediators) and customers, focusing on the impact on sales performance and innovation. The analysis, executed using Smart PLS 4 software, encompasses 372 European survey responses. The authors used second-generation structural equation modeling-partial least squares (PLS) software. Analysis via Smart PLS 4 is superior to other programs, such as AMOS and LISREL, when there is a complex structural model, exploratory research, but also for a confirmatory context.FindingsThe findings underscore distributors' transformative role in facilitating customer engagement, revealing that while technological environments can independently generate value within distributor-customer interactions, active distributor participation considerably enhances this process, leading to notable improvements in sales innovation. This research fills a current knowledge gap concerning the multidimensional value generation by distributors beyond traditional roles, emphasising their crucial contribution to driving sales innovation across varied market types. Therefore, it highlights the essential role of distributors in creating additional organisational value, providing significant insights for both academia and industry.Research limitations/implicationsThe study's limitations can be categorised into three distinct areas. Firstly, it is important to acknowledge that this study used a correlative methodology, thereby restricting the ability to establish causal relationships between the identified variables. Secondly, while the present study included participants from diverse countries and industries, it is crucial to recognise the innovation perceptions across different industries and countries. Thus, it will be important to conduct comparative studies in the future to gain a more comprehensive understanding. Finally, it is worth noting that the current study relied on self-reported data provided by the research participants rather than empirical data derived from organisational information systems. Consequently, future research endeavours should strive to incorporate data obtained from organisational information systems to increase the reliability and validity of the findings.Practical implicationsThis research provides comprehensive managerial and practical contributions for organisations leveraging distributors in the digital age. It demonstrates that while technological environments drive innovation, distributors mediate between technology and customers. This dual role emphasises building strategic partnerships with distributors to optimise organisational performance and counter supplier intrusions. Modern platforms like Amazon exemplify how distributors can leverage technological capabilities for enhanced market penetration and innovation. The research provides frameworks for implementing technological environments that enhance distributor collaboration, demonstrating effective integration of digital tools for real-time market response and showing how to leverage distributor data analytics for customer insights. Our results guide the development of technological infrastructure supporting distributor-customer interaction, enabling improved product design through distributor market intelligence. The paper also offers strategies for improving sales innovation through distributor insights, facilitating market knowledge transfer and providing a roadmap for market expansion using distributor capabilities. In addition, it demonstrates value creation through collaborative innovation and guiding the development of customer-centric strategies through distributor relationships. These contributions particularly address post-pandemic digital transformation needs. The paper provides actionable frameworks for organisations to leverage distributors as strategic partners in driving innovation and market growth. Emphasising the synergistic relationship between technological environments and distributor capabilities offers practical guidance for enhancing organisational performance through strategic distributor partnerships and technological integration.Originality/valueThe study uniquely captures how distributors serve as both direct and indirect catalysts for innovation through technology-enabled collaboration. Through examining multiple industries across Europe, the research shows how modern distribution networks create value by integrating technological capabilities with customer understanding. This has particular relevance in today's marketplace, where platforms like Amazon, Walmart Marketplace and Rakuten demonstrate how distributors can leverage technological infrastructure and customer insights to drive sales innovation, transforming traditional distribution into dynamic innovation ecosystems. The research advances our understanding of distributors' strategic role in driving sales innovation in the digital age. Rather than focusing solely on operational functions, this study reveals distributors as critical knowledge bridges between technological environments and customer needs. Major digital platforms demonstrate this evolution: Amazon, Alibaba and JD.com have transformed distribution into innovation engines, leveraging technological capabilities to drive sales growth and market development. Similarly, platforms like Shopify and Zalando show how distributors can facilitate innovation through technological integration and market intelligence.",Technological environments; Distributors collaboration; Customer collaboration; Sales innovation,EMERALD GROUP PUBLISHING LTD,Leeds,2025,J,English,http://dx.doi.org/10.1108/IJOA-01-2025-5141,125,0,0,3,3,Management,Emerging Sources Citation Index (ESCI),Business & Economics
"Waterlogging Mitigation And Safe Water Supply: Lessons Learnt From Low-Lying Areas Of Basirhat Municipality, India","Dey, A; Islam, ST; Paul, B; Bandyopadhyay, S; Sengupta, P; Sanyal, N; Mondal, KP; Jubaer, A; Mitra, R","Purpose The purpose of this paper is to develop a replicable model that ensures Household Water Treatment and Safe Storage as well as water treatment facilities at the community level by providing total service coverage at community scale. An intervention was implemented in one of the low-lying areas of Basirhat Municipality (West Bengal, India) that included a number of action programs in order to address household- and community-level water-induced challenges. Design/methodology/approach A research study was undertaken to identify the root causes of the problems that are generally spawned from geomorphological, hydro-fluvial, climatic factors and processes and the situation becomes complicated when many other cumulative problem-contexts layovers the existing ones. A number of social and technological innovations were tested in the field and this paper critically examined the intervention processes and outcomes. It was implemented through participatory process by involving related stakeholders working at that scale so that necessary public acceptance is received for scaling up, at least, in the similar physical, social, economic and institutional contexts. Findings The problem conceptualization process, spatial assessment for contextualizing the problem, design of interventions for different scales, development of project deployment strategies from field-based learnings contributed in developing a total solution based on fusing of household-level technical solutions, social innovations and actions for community engagements towards sustainability. Mobilized community members in addressing local inundation and waterlogging crisis. Satellite image-based maps shown to make them understand the upper-lower connection of drainage. People also developed their own action plans and engaged themselves in resuscitation of an old canal, removed the garbage that resulted in improved drainage conditions in the area. Research limitations/implications Pandemic due to COVID 19 and its related prolonged lock down, West Bengal State Assembly Election, closure of municipal governance system due to the forthcoming municipal election, closure of educational institutions, closure of Anganwadi Centre in the field area were the limitations. Due to the lock down, it was difficult for the team to maintain the time frame as well as the budget. As per the Election's Code of Conduct gets released no public meeting was allowed without permission, people in the vicinity became suspicious, hence movement of the team members got restricted. Practical implications Due to the COVID protocols, the team could not organise mass training programs. It was difficult for the team members to commute in public/private transport, hence filed work got impacted. As the team could not access data from the health department, they developed a strategy of generation data on body mass index, mid-upper arm circumferences and waist-to-hip ratios to understand the status of health and nutrition of the community. It was difficult to access the Public Health Engineering Department's laboratory situated in the municipality for water sample test. Cost escalated due to extension of the project time. Social implications During the second phase (wave) when people lost access to health facilities they requested the team to stop field visit. Women's empowerment through acquiring knowledge and skill on treatment and safe storage of drinking water at home. Men appreciated and recognized this, which improved the status of women in the society. Children after expressing their willingness to learn the new technology of water purification were given handholding training by their mothers and knowledge transfer has taken place in the next generation. Mobilized community members in addressing local inundation and waterlogging crisis. Satellite image-based maps to understand the upper-lower connection of drainage helped them develop their own action plans and engaged themselves in resuscitation of an old canal, removed the garbage that resulted in improved drainage conditions in the area. Originality/value Household-level solutions include supply of low cost, easy operable, sustainable water purifiers, community-level solution focused on securing water-related challenges at social/public gathering places and wider catchment area level solutions include the engagement of local communities to drain out stagnant waters by clearing drains, creating/digging small canals through collective actions. Geo-spatial techniques (topographical mapping, spatial survey, water quality tests) along with social methods such as participatory appraisals for gathering information on human health, public awareness campaigns and partnership development with local government agencies were the major activities performed as part of the implementation of interventions. It is imperative to mention that water-related challenges in the low-lying settlement areas of Basirhat Municipality have effectively been addressed by relying on necessary theoretical underpinnings (Disaster risk reduction/humanitarian principles) transmitted through application of scientific techniques and mediated through local people and their agencies.",Body mass index; Mid-upper arm circumferences; Safe water mission; Urban flood; Waist-to-hip ratios; Water scarcity,EMERALD GROUP PUBLISHING LTD,BINGLEY,2022,J,English,http://dx.doi.org/10.1108/IJDRBE-08-2021-0106,22,1,1,0,18,Environmental Studies,Emerging Sources Citation Index (ESCI),Environmental Sciences & Ecology
