Title,Author,Abstract,Keywords,Publication title,Country of publication,Publication year,Source type,Language of publication,DOI Link,Database,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,WoS Categories,Web of Science Index,Research Areas,style,relevance
Intergenerational Differences And Knowledge Transfer Among Slovenian Engineers,"Luzar, M; Zoran, AG; Markic, M; Bukovec, B","Background and Purpose: The study investigated the impact of intergenerational differences on knowledge transfer among engineers in large Slovenian production organizations.Method: Using the Delphi method, experts answered open-ended questions. The process concluded with a consensus reached in the third round. The resulting questionnaire was then administered to engineers of all ages working in large production organizations.Results: The experts' responses indicated that intergenerational differences are most prominent in the workplace in terms of computer literacy and the use of information and communications technology. Effective employee engagement, including exemplary leadership, a system of mentoring and reverse mentoring, and a supportive organizational culture, was found to enhance the flow of knowledge transfer. Statistical analysis revealed that there are statistically significance intergenerational differences in knowledge transfer among engineers in large production organizations (p < 0.001).Conclusion: The study's findings suggest that recognizing intergenerational differences and fostering the abilities of employees can contribute to organizational success. However, the study is limited to engineers in large production organizations in Slovenia. Future research should explore organizations in a wider geographical area and across different sectors.",Knowledge; Knowledge transfer; Generations; Intergenerational differences; Organization; Engineers; Manufacturing; production organizations,SCIENDO,Warsaw,2023,J,English,http://dx.doi.org/10.2478/orga-2023-0005,Empty,47,2,2,8,24,Management,Emerging Sources Citation Index (ESCI),Business & Economics,Original Research,0.9
Integration Of Virtual Technology As A Pedagogical Tool In Construction Knowledge Transfer,"Sengupta, R; Sparkling, AE","The construction sector in the United States (US) is facing a shortage of employees due to high and disproportionate rates of retirement. Experienced professionals are leaving the industry to pave the way for inexperienced recruits lacking implicit or experiential knowledge. This loss of knowledge contributes to annual financial losses as novices cannot gain experience at the required rate to combat the knowledge drain. Combining traditional tools with innovative technology such as virtual reality (VR) and mixed reality (MR) have the potential to bridge this gap in construction management (CM). VR is now being rapidly used in CM due to the ease it provides in information modeling, safety training, and knowledge management. This paper proposes a theoretical framework to understand whether tacit knowledge can be delivered using VR to improve students' situational awareness in the context of CM education and mechanical, electrical, and plumbing (MEP) components. It utilizes VR in information transfer from an expert to novice, and then measures whether their knowledge is enhanced using such hybrid teaching methods instead of more traditional classrooms. The framework brings VR hardware into CM education and gives undergraduate students an opportunity to exploit its full worth. This work has the potential to create more experienced CM graduates before they join the industry and will enable improved tacit knowledge transfer from experts to novices.",Engineering Education; Tacit Knowledge; Knowledge Transfer; Hybrid learning; AEC; Construction Management; Virtual Reality,AMER SOC CIVIL ENGINEERS,New York,2022,C,English,Empty,Empty,35,1,1,0,5,"Engineering, Biomedical; Engineering, Civil",Conference Proceedings Citation Index - Science (CPCI-S),Engineering,Original Research,0.9
Bridging Generations: Key Determinants Of Intergenerational Knowledge Transfer From Older To Younger Employees In Green Building Projects,"Zhou, QW; Xin, ZT; Xu, YN; Fong, PSW","Despite the growing importance of green building projects, limited research has explored the factors influencing intergenerational knowledge transfer (IGKT) in this context. As green building projects are increasingly characterized by high environmental standards, technological complexity, and interdisciplinary collaboration, effective knowledge transfer from older to younger employees becomes crucial for ensuring the success and sustainability of these projects. This study addresses this gap by systematically examining the key factors influencing IGKT in green building projects, applying an integrated Decision-Making Trial and Evaluation Laboratory (DEMATEL) and Interpretive Structural Modeling (ISM) methodology. Firstly, twelve factors were identified across five dimensions: transfer subjects, inter-subject relationships, transfer objects, transfer channels, and transfer context. Based on expert input, a direct influence matrix was constructed, and centrality and cause degrees were calculated to distinguish causal and result factors. Subsequently, the ISM method was employed to classify the key factors hierarchically and develop a multi-level structural model of their interaction paths. Results show that organizational support climate ranked highest in both centrality and influence, while digital transformation capacity emerged as a key driver in green project environments. Surface-level factors (e.g., knowledge absorption and transmission capability) were highly susceptible; intermediate factors (e.g., motivation, knowledge distance) acted as bridges; and deep-level factors (e.g., knowledge complexity and embeddedness), though lower in centrality, posed long-term structural constraints. This study provides valuable insights for enhancing IGKT and fostering effective cross-generational collaboration, which is essential for advancing sustainable practices in the green building sector.",intergenerational knowledge dynamics; generational knowledge transfer; project knowledge management; construction workforce learning; sustainable building practice,MDPI,Basel,2025,J,English,http://dx.doi.org/10.3390/buildings15244449,Empty,94,0,0,1,1,"Construction & Building Technology; Engineering, Civil",Science Citation Index Expanded (SCI-EXPANDED),Construction & Building Technology; Engineering,Original Research,1.0
Protocol For Identifying And Retaining Critical Knowledge In A Public Health Administration,"Arimany-Serrat, N; Antentas-Peraile, M; Tarrats-Pons, E","The Secretary of Public Health (SSP) faces a looming skills gap due to retirements and rotations of civil service staff. Critical knowledge retention is crucial across all generational cohorts due to the retirement and turnover of workers. This study develops a protocol that addresses the knowledge retention needs of the four generations (Baby Boomers, X, Y, Z) that coexist in the workforce to ensure the continuity of the Public Health Secretariat. The objective of the study is to develop a protocol for the management, transfer, and retention of critical knowledge. A scoping review is conducted in Scopus and Web of Science to develop the protocol, to identify critical knowledge workers through tool scores. The instrument developed in this research includes two pilots on Baby Boomer and Millennial workers. Both workers had critical and essential knowledge for the continuity of the organisation. The Baby Boomer worker presented a higher amount of tacit, operational, and individually owned knowledge, while the Millennial worker showed a predominance of tacit technological knowledge. This protocol provides a practical and adaptable approach to identifying and prioritising critical knowledge holders, allowing organisations to map and determine the amount of essential knowledge within the workforce. An important limitation of the study is the small sample of workers who participated in the pilot test of the protocol. Further research is therefore recommended in other public administrations and across all generations in employment.",generational change; critic knowledge; knowledge management; knowledge retention; tacit knowledge; explicit knowledge,MDPI,Basel,2024,J,English,http://dx.doi.org/10.3390/systems12110505,Empty,52,0,0,2,9,"Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Social Sciences - Other Topics,Original Research,1.0
Analysis Of Factors Influencing Knowledge Transfer Between The Product And Production System Development As Well As Production,"Klippert, M; Preissner, A; Rust, H; Albers, A","The product development process is characterized by accelerating development cycles and increasing customer demands for a wide range of product variants. In addition, it is very knowledge-intensive and characterized by the reuse of knowledge in product generation engineering. Developing new products based on existing references, e.g. knowledge about design parameters or manufacturing technologies, requires effective and efficient transfer of knowledge. In a knowledge transfer, people of different domains, here product and production system development as well as production, make parts of their mental model tangible for others. When doing so, problems can occur that can cause information loss. Knowledge transfer has been reviewed in literature by multiple disciplines and defined differently amongst various understandings of its design. In this work, knowledge transfer includes the identification, transmission, and application of knowledge and thus addresses the problem of distributing knowledge within a company. To optimize knowledge transfer within the product engineering process to reduce information loss and knowledge deficits, factors that impact knowledge transfer must be considered. Therefore, this contribution examines factors that either influence the knowledge transfer positively or negatively, especially between product and production system development as well as production. In addition to a literature-based identification of influencing factors, a qualitative study interviewing experts in those fields enhances the findings. Furthermore, the collection of factors was assigned to four clusters: people, organization, technology, and knowledge and transfer. By linking the factors of each cluster, a model was created to be able to investigate the impact of changing factors within and between clusters providing a basis for closing knowledge deficits to enable effective and efficient knowledge transfer. (c) 2022 The Authors. Published by Elsevier B.V.",knowledge transfer; influencing factor; product development; production; product development process,ELSEVIER SCIENCE BV,Amsterdam,2022,C,English,http://dx.doi.org/10.1016/j.procir.2022.05.260,Empty,24,4,4,0,0,"Engineering, Industrial; Engineering, Manufacturing; Engineering, Mechanical",Conference Proceedings Citation Index - Science (CPCI-S),Engineering,Original Research,1.0
Traveling As If Playing A Game: Enhancing The Cultural Tourism Experience Of Digital Natives Through Gamified Digital Tools,"Nie, FK; Chaetnalao, A; Sun, YH; Hou, T; Yue, OL; Shi, ST","With the rapid development of information technology, the generation raised in digital environments increasingly demands interactive and personalised digital experiences in cultural tourism. This study developed and evaluated a gamified digital tool prototype in a real-world cultural tourism setting, based on user-centered design (UCD) principles and the mechanics-dynamics-aesthetics (MDA) framework. Guided by self-determination theory (SDT), the study examined how specific gamification components fulfil the psychological needs of users and enhance their engagement and knowledge retention. Experimental results showed that the tool significantly increased engagement and knowledge retention among digital native tourists. Structural equation modelling also confirmed that gamification components predict autonomy, competence, and relatedness well, significantly enhancing user engagement. Based on the findings, this study proposes an MDA-based model for gamified digital applications that contribute innovatively to digital transformation and sustainable development of experience-based tourism at heritage sites.",Cultural tourism; gamification; MDA framework; digital tools; digital natives; tourism experience,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Abingdon,2026,J,English,http://dx.doi.org/10.1080/13683500.2025.2609957,Empty,71,0,0,14,14,"Hospitality, Leisure, Sport & Tourism",Social Science Citation Index (SSCI),Social Sciences - Other Topics,Original Research,0.9
"Cheese Ek-Book: A New Web-Based Medium For Capitalising On, Structuring And Transferring Cheesemaking Knowledge And Know-How","Baudrit, C; Fernandez, C; Couteaux, J; Buche, P; Bel, N; Charles, C; Notz, E","PurposeThis paper aims to address the challenges faced by the cheese industry, particularly concerning the preservation and transfer of traditional cheesemaking knowledge. It emphasises the need for innovative solutions in sustainably managing knowledge and skills amidst changing demographic and technological landscapes.Design/methodology/approachOur approach consists of developing and implementing a digital tool, the cheese eK-Book, which is designed to capture, structure and disseminate cheesemaking knowledge. This tool is based on a semantic network and is accessible via smartphones and tablets and aims to facilitate continuous learning, knowledge transfer and collaboration across diverse stakeholders in the cheese production sector.FindingsThe study highlights several critical findings. Traditional cheesemaking knowledge is currently at risk due to a number of factors, including the ageing of skilled workers, a lack of succession planning and pressures from globalisation and industrialisation. The European dairy sector is evolving towards more specialised and automated production, requiring a skilled workforce capable of adapting to these changes. There is a significant gap between traditional cheese makers and research institutions, hindering the adoption of new technologies and best practices. The cheese eK-Book offers a promising solution to these challenges by preserving knowledge, supporting continuous learning and enhancing collaboration between industry stakeholders and educational/research institutions. The tool facilitates access to scientific knowledge, promotes work-life balance by offering a range of flexible learning opportunities and supports tailored training programmes based on individual users' needs.Originality/valueThis article contributes original insights by proposing a comprehensive digital solution tailored to the specific, current needs of the cheese industry. By integrating modern technology with traditional knowledge, the cheese eK-Book not only preserves expertise but also fosters innovation and sustainability within the sector. It bridges the gap between practical cheesemaking skills and contemporary scientific understanding, addressing critical challenges such as knowledge retention, succession planning and workforce development in a rapidly evolving industry landscape. The strength of the Cheese eK-Book lies in its capacity to communicate knowledge, traditions and teachings across generations. This transfer of knowledge and skills plays a crucial role in preserving heritage and fostering connections across different generations within a community.",Knowledge engineering; Knowledge representation; Knowledge transfer; Concept map; Cheesemaking,EMERALD GROUP PUBLISHING LTD,Leeds,2025,J,English,http://dx.doi.org/10.1108/JD-07-2024-0182,Empty,27,0,0,1,6,"Computer Science, Information Systems; Information Science & Library Science",Social Science Citation Index (SSCI),Computer Science; Information Science & Library Science,Original Research,1.0
From Learner To Innovator: Knowledge Transfer From A Parent Mne And Foreign Subsidiaries' Local Innovation,"Zhou, N; Li, JT; Bai, CH; Zhang, D","Knowledge transfer from a parent multinational to a foreign subsidiary does not automatically lead to innovation in a host country. To develop from a learner into an innovator, a foreign subsidiary must develop sufficient absorptive capacity. But too much reliance on knowledge transferred from a multinational could hinder local innovation by generating resource constraints and organizational rigidity. We thus predict an inverted U-shaped relationship between knowledge transfer from a parent multinational and local innovation. Moreover, factors which influence the transition from learner to innovator were investigated using data on patent applications by foreign subsidiaries of 75 large multinationals in China between 2008 and 2016. The number of research and development centers the subsidiary maintains was found to be influential, as is hiring a local executive as the subsidiary's top manager. Greater institutional distance between the parent's and the subsidiary's economies was found to promote the transition, as do greater technological richness and more vigorous competition in the host country. The relationship between knowledge transfer from a parent multinational and local innovation is weaker, however, in older subsidiaries.",Knowledge transfer; Local innovation; Foreign subsidiaries; China,SPRINGER HEIDELBERG,Heidelberg,2024,J,English,http://dx.doi.org/10.1007/s11575-023-00512-6,Empty,127,6,6,7,54,Management,Social Science Citation Index (SSCI),Business & Economics,Original Research,0.8
"Digital Transformation In Water Utilities: Status, Challenges, And Prospects","Grigg, NS","Highlights What are the main findings? Digital transformation in water utilities occurs along two pathways, one to serve business operations and the other to operate and maintain their intensive infrastructures with evolving tools like data-centric asset management, decision support systems, SCADA systems, digital twins, and process optimization. Digital advances in water utilities occur more through their support community of their own technology gatekeepers, consultants, and vendors than through academic and government research projects, and technological innovation will evolve slowly among leading edge utilities, as many others are too stressed with basic issues to adopt many of them. What is the implication of the main finding? Support for utility leadership in data-centric management offers a promising avenue to overcome legacy problems of aging infrastructure, water losses, and contamination problems in drinking water networks. Promoting innovation through utility networking and peer-to-peer knowledge transfer offers policy leaders a promising pathway to improve urban water services and requires understanding of the importance of knowledge management in allocating financial resources for utility work.Highlights What are the main findings? Digital transformation in water utilities occurs along two pathways, one to serve business operations and the other to operate and maintain their intensive infrastructures with evolving tools like data-centric asset management, decision support systems, SCADA systems, digital twins, and process optimization. Digital advances in water utilities occur more through their support community of their own technology gatekeepers, consultants, and vendors than through academic and government research projects, and technological innovation will evolve slowly among leading edge utilities, as many others are too stressed with basic issues to adopt many of them. What is the implication of the main finding? Support for utility leadership in data-centric management offers a promising avenue to overcome legacy problems of aging infrastructure, water losses, and contamination problems in drinking water networks. Promoting innovation through utility networking and peer-to-peer knowledge transfer offers policy leaders a promising pathway to improve urban water services and requires understanding of the importance of knowledge management in allocating financial resources for utility work.Abstract While digital transformation in e-commerce receives the most publicity, applications in energy and water utilities have been ongoing for decades. Using a methodology based on a systematic review, the paper offers a model of how it occurs in water utilities, reviews experiences from the field, and derives lessons learned to create a road map for future research and implementation. Innovation in water utilities occurs more in the field than through organized research, and utilities share their experiences globally through networks such as water associations, focus groups, and media outlets. Their digital transformation journeys are evident in business practices, operations, and asset management, including methods like decision support systems, SCADA systems, digital twins, and process optimization. Meanwhile, they operate traditional regulated services while being challenged by issues like aging infrastructure and workforce capacity. They operate complex and expensive distribution systems that require grafting of new controls onto older systems with vulnerable components. Digital transformation in utilities is driven by return on investment and regulatory and workforce constraints and leads to cautious adoption of innovative methods unless required by external pressures. Utility adoption occurs gradually as digital tools help utilities to leverage system data for maintenance management, system renewal, and water loss control. Digital twins offer the advantages of enterprise data, decision support, and simulation models and can support distribution system optimization by integrating advanced metering infrastructure devices and water loss control through more granular pressure control. Models to anticipate water main breaks can also be included. With such advances, concerns about cyber security will grow. The lessons learned from the review indicate that research and development for new digital tools will continue, but utility adoption will continue to evolve slowly, even as many utilities globally are too stressed with difficult issues to adopt them. Rather than rely on government and academics for research support, utilities will need help from their support community of regulators, consultants, vendors, and all researchers to navigate the pathways that lie ahead.",digital transformation; water utilities; distribution systems; digital twins; process optimization; enterprise management,MDPI,Basel,2025,J,English,http://dx.doi.org/10.3390/smartcities8030099,Empty,81,3,3,10,13,"Engineering, Electrical & Electronic; Urban Studies",Emerging Sources Citation Index (ESCI),Engineering; Urban Studies,Systematic Review,0.8
Key Organisational Barriers To Effective Knowledge Risk Management In South African Public Sector Enterprises,"Phaladi, MP","Purpose: The aim of this study was to delve into the obstacles preventing the effective management of tacit knowledge risks in South African public sector enterprises (PSEs) from the perspectives of human resource management (HRM) and knowledge management (KM). A perusal of the literature reveals that most South African PSEs are grappling with significant challenges related to potential tacit knowledge loss risks. Design/methodology/approach: The research utilised a mixed methods exploratory sequential design, collecting qualitative data through interviews with 20 HR managers in 9 PSEs and survey data from 585 questionnaires. The reliability of the data was tested, and thematic analysis was performed using Atlas.ti software. Findings: The study identified key barriers to effective tacit knowledge loss risk management in PSEs, including a silo mentality, organisational red-tape, knowledge as a power source, lack of recognition and rewards, KM awareness, cultures and structures, employment equity, fixed-term contracts, competing priorities for leadership, knowledge hoarding, HRM practices, and inadequate KM technologies and systems. These pressing issues need to be addressed to improve knowledge risk management (KRM) efforts in PSEs. Research limitations/implications: The exploration of organisational barriers was only limited to the tacit knowledge loss risks category, induced by human resource turnover in country-specific PSEs. Future studies could explore the organisational barriers and factors affecting other types of knowledge risks in PSEs or similar knowledge-intensive business enterprises across the globe using different samples and populations. Other similar studies could include strategic sectors of the economy such as energy generation, civil aviation, defence, mining and rail. The study contributes to the knowledge-based view and knowledge stickiness theories, and proposes an interdisciplinarity approach using mixed methods for future research on tacit knowledge loss. Practical implications: The research findings conclusively indicate that PSEs face the aforementioned barriers that hinder the effective implementation of the KRM system. This study identifies that key organisational barriers were mainly due to a lack of knowledge-driven HRM strategies in KM. To address these barriers, HR managers and other stakeholders must collaborate to ensure effective knowledge management and mitigate the negative impact of knowledge loss risks on organisational performance. Social Implications: The study highlights the importance of removing key barriers for improved KRM in PSEs. The improved KRM can enhance public service delivery efficiency, transparency and the accountability of PSEs by addressing socio-economic developmental issues in developing economies. Originality/value: Using South African PSEs as a case to address this challenge, the paper sought to explore key organisational barriers to effective knowledge loss risk management in organisations with a view to shaping discourse, policies, research, theories and practices in KM and HRM. Organisational barriers affecting the management of such risks remain unexplored in the extant body of knowledge and practice.",Organisational barriers; Knowledge management; Knowledge risk management; Human resource management; State-owned enterprises; South Africa,OMNIASCIENCE,Barcelona,2024,J,English,http://dx.doi.org/10.3926/ic.2922,Empty,65,2,2,6,16,Management,Emerging Sources Citation Index (ESCI),Business & Economics,Original Research,1.0
The Diff-First Approach: Agentic Ai For Cross-Type Transition Training,"Yang, TC; Huang, RB; Feng, SS; Li, F","Operators often face challenges when transitioning between systems in industry, requiring knowledge and skill transfer. Addressing this issue involves multiple factors, including personnel, organisation, knowledge, and technology, often resulting in lengthy and inefficient processes. Inspired by transfer theory, we define the knowledge resources and cognitive support needed to solve the cross-type transition training (CTTT) problem from the perspective of differences. Agentic AI's planning, execution, and multimodal generation capabilities offer a promising solution. We introduce the Diff-First Approach, which leverages cross-type differences to build a knowledge transfer framework. We propose a multi-level multimodal knowledge resource structure for retrieval, with the Diff-First Thought Chain guiding AI agents' reasoning and providing enhanced multimodal cognitive support to users. The aircraft type transition process in aviation is used as a case study, and DELTA-T is proposed as its implementation. This system utilises agents to perform transfer target identification, knowledge retrieval, and multimodal cognitive support generation. The agentic AI framework enhances recognition and multimodal retrieval in knowledge transfer tasks, achieving 92.7% accuracy in image editing and favourable subjective ratings for over 93% of generated content. These findings demonstrate that the proposed method effectively supports CTTT tasks in specialised knowledge domains, highlighting a promising human-AI training paradigm.",Knowledge transfer; cross-type transition training; agentic AI; multimodal generation,TAYLOR & FRANCIS LTD,Abingdon,2026,J,English,http://dx.doi.org/10.1080/09544828.2025.2610792,Empty,80,0,0,2,2,"Engineering, Multidisciplinary",Science Citation Index Expanded (SCI-EXPANDED),Engineering,Original Research,0.9
Virtual And Augmented Reality Techniques For Medical Education: A Review Of Ai And Visual Computing Innovations,"Zou, ZH; Yang, JL; Xu, YY; Chen, LF; Zeng, D; Li, HE; Qin, YM","Conventional medical education faces resource constraints, including limited access to cadavers, difficulties in safely replicating high-risk scenarios, and uneven distribution of training opportunities. Virtual and augmented reality technologies address these issues by providing immersive, interactive simulations that replicate medical environments with high fidelity. Through 3D modeling, real-time rendering, and multisensory feedback, these platforms allow trainees to practice complex procedures risk-free, enhancing skill development and decision-making. Innovations in AI-driven content generation, adaptive learning, and edge computing further improve scalability and effectiveness. By overcoming physical barriers, VR/AR democratizes access to specialized training, reshaping medical education for improved skill acquisition, knowledge retention, and global collaboration.",Virtual reality; Augmented reality; Medical education; Visual computing; Surgical simulation; Anatomy training,SPRINGER,New York,2025,J,English,http://dx.doi.org/10.1007/s00371-025-04280-2,Empty,136,0,0,8,8,"Computer Science, Software Engineering",Science Citation Index Expanded (SCI-EXPANDED),Computer Science,Original Research,0.8
"Industry, University, And Innovation: Understanding The Relationship Between Collaboration Channels And Firm Innovation Capabilities In Brazil","Mikhailov, A; Ruffoni, J; Puffal, DP","This study analyzes the influence of different university-industry (U-I) collaboration channels through which firms enhance their innovation capabilities. A survey was conducted with 176 Brazilian manufacturing firms. The results indicate that while U-I collaboration channels are important for building firm innovation capabilities, not all channels are equally effective. Collaboration channels based on knowledge transfer are the most beneficial for firms in terms of their impact on innovation capabilities, particularly in the dimensions of management, transaction, and development capabilities, compared to those based on innovation networks. This means that knowledge transfer through technology licensing, training, HR recruitment, and publications and reports, improve the firms' internal process and innovation capabilities. This article contributes to the understanding of universities' impact on firms beyond short-term measures, such as financial and innovation performance, by providing a holistic perspective. Finally, it is important to emphasize that this study sheds light on the specific dynamics of the interaction between two key societal actors-universities and industrial firms-in the generation and application of scientific and technological knowledge. It contributes to the broader discourse on Sustainable Development Goal 9-Industry, Innovation, and Infrastructure, particularly within the context of an emerging economy.",university-industry collaboration; firm innovation capability; firm innovation performance; manufacturing firms; collaboration channels,FUNDACAO GETULIO VARGAS,Sao Paulo Sp,2025,J,English,http://dx.doi.org/10.1590/S0034-759020250310,Empty,58,0,0,8,8,Business; Management,Social Science Citation Index (SSCI),Business & Economics,Original Research,0.8
Chatgpt And Finetuned Bert: A Comparative Study For Developing Intelligent Design Support Systems,"Qiu, YJ; Jin, Y","Large Language Models (LLMs), like ChatGPT, have sparked considerable interest among researchers across diverse disciplines owing to their remarkable text processing and generation capabilities. While ChatGPT is typically employed for tasks involving general knowledge, researchers increasingly explore the potential of this LLM-based tool in specific domains to enhance productivity. This study aims to compare the performance of a finetuned BERT model with that of ChatGPT on a domain-specific dataset in the context of developing an intelligent design support system. Through experiments conducted on classification and generation tasks, the knowledge transfer and elicitation abilities of ChatGPT are examined and contrasted with those of the finetuned BERT model. The findings indicate that ChatGPT exhibits comparable performance to the finetuned BERT model in sentence-level classification tasks but struggles with short sequences. However, ChatGPT's classification performance significantly improves when a few-shot setting is applied. Moreover, it can filter out unrelated data and enhance dataset quality by assimilating the underlying domain knowledge. Regarding content generation, ChatGPT with a zero-shot setting produces informative and readable output for domain-specific questions, albeit with an excessive amount of unrelated information, which can burden readers. In conclusion, ChatGPT demonstrates a promising potential for application in facilitating data labeling, knowledge transfer, and knowledge elicitation tasks. With minimal guidance, ChatGPT can substantially enhance the efficiency of domain experts in accomplishing their objectives. The findings suggest a nuanced integration of artificial intelligence (AI) with human expertise, bridging the gap from mere classification models to sophisticated human-analogous text generation systems. This signals a future in AI-augmented engineering design where the robust capabilities of AI technologies integrate with human creativity and innovation, creating a dynamic interactions to redefine how we tackle design challenges.",Language model; Knowledge transferring; Knowledge elicitation; Text classification; Text generation,ELSEVIER,Amsterdam,2024,J,English,http://dx.doi.org/10.1016/j.iswa.2023.200308,Empty,52,31,37,3,12,"Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Interdisciplinary Applications",Emerging Sources Citation Index (ESCI),Computer Science,Original Research,0.7
Next-Gen Safety Training: Ict Solutions For Informal Workers In Colombia,"Puello-Socarrás, GE","This paper explores the utilization of Information and Communication Technology (ICT) solutions to address safety training concerns among informal workers in Colombia. The informal sector, particularly prevalent in industries like mining, presents unique challenges regarding occupational health and safety. By leveraging next-generation ICT tools, such as virtual reality (VR), augmented reality (AR), and mobile applications, this study aims to enhance safety training effectiveness and accessibility for informal workers in Colombia. Drawing upon existing literature and case studies, the paper evaluates the potential of ICT solutions to bridge gaps in traditional safety training methods, offering tailored, interactive, and immersive experiences. Additionally, it discusses the integration of culturally sensitive content and user-friendly interfaces to ensure maximum engagement and knowledge retention. Through a comprehensive analysis of current practices and emerging technologies, this paper underscores the transformative impact of ICT solutions in fostering a safer work environment for informal workers in Colombia.",Risk analysis; Health and safety; Psychology; Control Systems,IEEE,New York,2024,C,English,http://dx.doi.org/10.1109/GHTC62424.2024.10771514,Empty,18,0,0,0,0,"Computer Science, Interdisciplinary Applications; Social Issues",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Computer Science; Social Issues,Narrative Review,0.8
"How Can Equity, Diversity, And Inclusion (Edi) Principles Be Incorporated Into Research Excellence With Industry And Community Partners? Lessons Learned From Canada And Australia On Projects With A Dementia Focus","Hung, LL; Wong, KLY; Rasekaba, T; Ren, LH; Douglass, D; Slatter, S; Berndt, A; Blackberry, I","Background: The rapid advancement of gerontechnology, technologies for older adults, needs a collaboration that integrates the efforts of researchers, industry and community partners. Multisector collaboration fosters a holistic view of technologies, merging industry expertise, academic rigour, and the lived experiences of older adults and caregivers. This paper explores the role of Equity, Diversity, and Inclusion (EDI) perspectives in Patient and Public Involvement (PPI). Methods: We present two case studies from Canada and Australia. Study One involves a dementia television project, and Study Two is an innovative rural dementia care project. Data sources included transcripts of the case studies' focus groups, research meeting notes, and associated study publications between 2021 and 2023 and 2016-2024, respectively. Utilizing Rolfe's reflective model, we reflected on lessons learned regarding challenges, strategies, and their implications for future research. Our analysis focused on two questions: (1) What were the common challenges of partnering with industry and PPI in the research process? And (2) How can EDI be applied to help overcome those challenges? Results: Thematic analysis identified five common themes of challenges and ten practical strategies. The challenges are (1) experiential bias, (2) underrepresentation, (3) communication gaps, (4) mistrust and (5) power dynamics. Based on the lessons learned, we identified ten practical strategies using EDI principles: (1) seek diverse representation, (2) establish transparent agreements, (3) adopt inclusive language and cultural sensitivity, (4) apply flexibility to learn and adapt, (5) embed team reflection (6) take time to build trust and relationships, (7) facilitate meaningful engagement, (8) provide equitable recognition and opportunity, (9) foster a respectful environment for knowledge transfer, and (10) cultivate a long-term sustained relationship. Conclusion: The older population is diverse, and their needs are complex. EDI considerations contribute to fostering research excellence and maximizing the potential of PPI to develop technologies to improve aging experiences that truly meet the diverse needs of older adults for societal impact. Multisector collaboration requires clear communication and intentional efforts to build trust. EDI considerations should be embedded at every stage of the research process. This paper outlines common challenges, strategies, and implications as practical tips for future research and practice.",Equity; Diversity; Inclusion; EDI; Industry partners; Community partners,SPRINGERNATURE,London,2024,J,English,http://dx.doi.org/10.1186/s40900-024-00644-5,Empty,40,8,8,0,0,Health Care Sciences & Services; Health Policy & Services,Emerging Sources Citation Index (ESCI),Health Care Sciences & Services,Case Study,0.8
A User Evaluation Study Of Augmented And Virtual Reality Tools For Training And Knowledge Transfer,"Zacharaki, EI; Triantafyllidis, A; Carreton, R; Loeck, M; Michalellis, I; Michalakis, G; Chantziaras, G; Segkouli, S; Giakoumis, D; Moustakas, K; Votis, K; Tzovaras, D","Modern augmented and virtual reality (AR/VR) technology open multiple new capabilities in the way people interact, collaborate and deliver or receive information via digital interfaces. Industry workers and operators may especially benefit from such solutions that allow them to get trained, onsite or remotely, using digital copies of the workplace environment. This paper presents the development of AR/VR-based collaborative and telepresence tools, along with a web-based platform for knowledge exchange and interaction, as part of the Ageing@Work project, that enable easy transfer of know-how from experienced (possibly older) to novice workers. The remote collaboration tools facilitate variability in location and working hours, and thus promote age-neutralizing means of participation and cooperation, whereas the knowledge transfer tools support the ageing worker's leadership characteristics within the workplace community, allowing the company or work site to capitalize on her/his experience and expertise gained through the years. The tools were developed in accordance to a user-centred design process and were evaluated by 126 participants in total through online surveys in two pilot sites with regard to core Industry 4.0 processes of mining and machines production, as well as through off-pilot studies. This paper presents analytic outcomes of the assessment of knowledge transfer tools illustrating very positive results on the level of technology acceptance, and the overall potential of the developed solutions to support healthy and productive ageing of workers with enhanced workability.",Augmented reality; Virtual reality; Knowledge transfer; Remote collaboration; Technology acceptance; Ageing workers,SPRINGER INTERNATIONAL PUBLISHING AG,Cham,2022,C,English,http://dx.doi.org/10.1007/978-3-031-05039-8_21,Empty,9,2,3,1,10,"Computer Science, Cybernetics; Computer Science, Theory & Methods; Ergonomics",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Computer Science; Engineering,Original Research,0.9
